ID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_1	Arable9_2	Arable9_3	Arable9_4
BACasv28	0.010446592	0.008451081	0.008996139	0.010709359	0.001221534	0.002760825	0.001551163	0.002755689
BACasv29	0.001614473	0.003273541	0.001332046	0.001524722	0.006892941	0.009009009	0.009206905	0.006377451
BACasv30	0.001994349	0.001269332	0	0.000471938	0.006107669	0.007628596	0.010708031	0.002047083
BACasv31	0.003656307	0.004876908	0.006930502	0.00486459	0.012128087	0.017945365	0.014660996	0.019919691
BACasv32	0.020798215	0.016000267	0.009401544	0.013649895	0.002094058	0.001089799	0.001601201	0.001338477
BACasv33	0.021249317	0.019106791	0.029555985	0.021963261	0.006718436	0.005594304	0.003802852	0.009211873
BACasv34	0	0	0	0	0	0	0	0
BACasv35	0.012630879	0.00988743	0.007606178	0.017679518	0.012215339	0.011624528	0.008656492	0.014959452
BACasv36	0.000807237	0.001302736	0.000752896	0.000435635	0.010295786	0.005594304	0.005904428	0.005668845
BACasv37	0.00189938	0.002238033	0.000559846	0.000653452	0.006980194	0.001888986	0.002451839	0.001102275
BACasv38	0.002326741	0.001135718	0.006254826	0.008567487	0.00575866	0.002760825	0.003452589	0.00299189
BACasv39	0.019967236	0.016634933	0.030849421	0.03154723	0.004100864	0.004504505	0.002852139	0.007007322
BACasv40	0.005650656	0.006246451	0.003590734	0.006135192	0.008986999	0.001671026	0.005504128	0.004802771
BACasv41	0.000617299	0.000567859	0.000579151	0.000399332	0	0	0	0
BACasv42	0.001923123	0.001302736	0.000772201	0.000617149	0.005496903	0.009880849	0.013059795	0.006456185
BACasv43	0.001139628	0.001503157	0.006602317	0.004683076	0	0	0	0
BACasv44	0.006647831	0.002872699	0.002992278	0.004065926	0	0	0.001250938	0
BACasv45	0.00652912	0.005711995	0.004073359	0.004320046	0.006282174	0.008282476	0.004503378	0.005038973
BACasv46	0.014601486	0.013094164	0.021505792	0.019349452	0	0.004359198	0.003052289	0.002834422
BACasv47	0.012725848	0.012559709	0.010617761	0.019603572	0.010644795	0.009444929	0.009206905	0.009054405
BACasv48	0.012607137	0.012292481	0.005984556	0.009583969	0.013000611	0.006974717	0.006554916	0.009054405
BACasv49	0.008167335	0.009687009	0.002799228	0.005626951	0.006107669	0.002324906	0.003152364	0
BACasv50	0.013438116	0.012292481	0.006235521	0.008385973	0.006282174	0.009808195	0.00830623	0.004802771
BACasv51	0	0	0	0	0	0	0	0
BACasv52	0	0	0	0	0	0	0	0
BACasv53	0.002397968	0.003039717	0.001505792	0.001452116	0.001919553	0.001961639	0.001250938	0.003621762
BACasv54	0.006481635	0.008551291	0.006447876	0.01060045	0.010644795	0.015693112	0.010657993	0.013069837
BACasv55	0	0	0.004247104	0.00199666	0	0	0	0
BACasv56	0.004439802	0.003139927	0.001003861	0.00199666	0.003053835	0.003560012	0.002451839	0
BACasv57	0	0	0	0	0	0	0	0
BACasv58	0.008167335	0.005311153	0.008610039	0.006824947	0.00287933	0.00726533	0.003152364	0.006062515
BACasv59	0.004819678	0.00297291	0.006833977	0.006788644	0	0	0	0
BACasv60	0.005199554	0.005210943	0.004189189	0.00399332	0.004537126	0.005666957	0.006054541	0.005353909
BACasv61	0.008238562	0.009954237	0.006100386	0.004937196	0.004100864	0.007846556	0.002351764	0.009684277
BACasv62	0	0	0	0	0	0	0	0
BACasv63	0	0	0	0	0	0	0	0
BACasv64	0	0	0	0	0	0	0	0
BACasv65	0.001638216	0.001402946	0.001042471	0.001561025	0	0.002034292	0.002301726	0.001495945
BACasv66	0.004511028	0.004075225	0.006216216	0.003630291	0	0.001598373	0.001250938	0.001889615
BACasv67	0.003466369	0.003340348	0.001293436	0.002141872	0.004711631	0.003124092	0.005103828	0.004251634
BACasv68	0.001970607	0.003006313	0.000521236	0	0.000610767	0.001307759	0.000500375	0
BACasv69	0.007621264	0.008718308	0.003146718	0.002323386	0.002181311	0	0.007605704	0.00377923
BACasv70	0.000617299	0.001235929	0.001795367	0.00112539	0.00575866	0.001888986	0.001250938	0.002755689
BACasv71	0.004249863	0.004275646	0.00011583	0	0.001047029	0.000799186	0.000550413	0.000708606
BACasv72	0.006125502	0.007315362	0.001988417	0.001488419	0.006194922	0.002542865	0.002852139	0.001023541
BACasv73	0.001923123	0.00297291	0.000405405	0.000399332	0.004013611	0.001961639	0.004003002	0.004094166
BACasv74	0	0	0	0	0	0	0	0
BACasv75	0.004226121	0.003774593	0.002548263	0	0	0.001089799	0.001601201	0.001653413
BACasv76	0.00220803	0.004208839	0.001563707	0.000508241	0.007590961	0.004722464	0.003102327	0.004094166
BACasv77	0.004819678	0.005311153	0.000637066	0.003412474	0.004100864	0.003850625	0.002351764	0.005432643
BACasv78	0.005104585	0.006580486	0.001891892	0.002650113	0.003490097	0.003560012	0.002151614	0.003070624
BACasv79	0	0	0	0	0	0	0	0
BACasv80	0.003964956	0.004709891	0.001467181	0.002722718	0.002704825	0.005666957	0.001701276	0
BACasv81	0	0	0	0	0	0	0	0
BACasv82	0.00052233	0.000634666	0.002586873	0.003521382	0.002094058	0.001525719	0.002501876	0
BACasv83	0	0	0	0	0	0	0	0
BACasv84	0.000641041	0.001169122	0	0	0	0	0	0
BACasv85	0	0	0	0	0	0	0	0
BACasv86	0.001543247	0.002605471	0.001621622	0	0	0	0	0
BACasv87	0.001139628	0.001803788	0.003571429	0.002287083	0.002094058	0.001380413	0.001150863	0.001495945
BACasv88	0	0	0.003166023	0.003376171	0	0	0	0
BACasv89	0.001210855	0.001703578	0.000772201	0.00112539	0.004711631	0.001961639	0.001250938	0.002519487
BACasv90	0.000237423	0.000534456	0.00019305	0	0.001134281	0.00087184	0.00425319	0.002755689
BACasv91	0.002991524	0.007348766	0.001119691	0.001815146	0.007503708	0.004504505	0.004503378	0.007322258
BACasv92	0.000664783	0.000634666	0	0.000508241	0.002704825	0.002034292	0.002802102	0.002047083
BACasv93	0.001519504	0.002538665	0.002084942	0.00112539	0.005235145	0.004577158	0.002752064	0
BACasv94	0.002469194	0.00220463	0.002123552	0.002432295	0.003577349	0.002397559	0.001901426	0.002913156
BACasv95	0.002231772	0.003106524	0.001756757	0.002468598	0.003315592	0.002833479	0.001951464	0.004330368
BACasv96	0.001923123	0.001603367	0.002992278	0.000798664	0.01404764	0.009009009	0.007355517	0.004330368
BACasv97	0.000854721	0.001202525	0.000579151	0.000980179	0.001134281	0.007120023	0.0008006	0
BACasv98	0	0	0	0	0	0	0	0
BACasv99	0.005603172	0.004810101	0	0	0.004711631	0.001453066	0.001851389	0
BACasv100	0	0.000367438	0	0	0	0.001743679	0.001551163	0.00338556
BACasv101	0.000593556	0.000901894	0.000289575	0	0.001657796	0.001089799	0.001901426	0.001574679
BACasv102	0.001875638	0.001369543	0.007528958	0.00174254	0	0	0.000900676	0
BACasv103	0.003181462	0.003106524	0.001332046	0.00348508	0	0.000508573	0.000650488	0.000314936
BACasv104	0	0	0	0	0	0	0	0
BACasv105	0.00147202	0.00220463	0.002760618	0.003775503	0.00322834	0.003051439	0.001901426	0.002362019
BACasv106	0.001377051	0.000233824	0.000405405	0.00025412	0.000872524	0.00043592	0.001050788	0.001810881
BACasv107	0	0	0	0	0	0	0	0
BACasv108	0	0	0	0	0	0	0	0
BACasv109	0	0	0	0	0	0	0	0
BACasv110	0.000118711	0	0.00011583	0.00025412	0.006194922	0.004068585	0.001150863	0.002598221
BACasv111	0	0	0	0	0	0	0	0
BACasv112	0	0	0	0	0	0	0.003002252	0
BACasv113	0.003561338	0.002471858	0	0	0	0	0	0
BACasv114	0.002041834	0.002605471	0.00023166	0.000363029	0.00540965	0.001380413	0.001250938	0.002598221
BACasv115	0.001519504	0.002037612	0.001911197	0.001306905	0.002617573	0.001598373	0.001451088	0.003149358
BACasv116	0.003133978	0.003774593	0.001949807	0.001343208	0.001570544	0	0.0004003	0.004409102
BACasv117	0	0	0	0	0	0	0	0
BACasv118	0.004368575	0.003507365	0.000965251	0.003158353	0.003315592	0.004068585	0.001751313	0.002834422
BACasv119	0	0	0	0	0	0	0	0
BACasv120	0.000498587	0	0.000888031	0.000943876	0	0	0.002702027	0
BACasv121	0.00189938	0.003640979	0.001138996	0.001343208	0	0	0.001851389	0.003857964
BACasv122	0	0	0	0	0	0	0	0
BACasv123	0.002754101	0.002538665	0.000714286	0.001669934	0.000959777	0.00595757	0.003102327	0.005668845
BACasv124	0.007098934	0.00594582	0.003301158	0.005082408	0.00253032	0	0	0
BACasv125	0.001661958	0.00153656	0.002142857	0.002722718	0	0.00065388	0.000300225	0.001259743
BACasv126	0.001187113	0.001402946	0.000772201	0.000508241	0	0.002470212	0.002201651	0.001023541
BACasv127	0	0	0	0	0	0	0	0
BACasv128	0.000902206	0.002672278	0.000617761	0	0.003926359	0.006974717	0.003102327	0.004251634
BACasv129	0.00116337	0.001937402	0	0.000798664	0.003141087	0.001525719	0.002151614	0.001102275
BACasv130	0	0	0	0	0	0	0	0
BACasv131	0.001994349	0.001369543	0.006467181	0.002178175	0.000785272	0.001671026	0	0
BACasv132	0.001733185	0.000701473	0.003397683	0.00261381	0	0	0	0
BACasv133	0	0	0	0	0	0	0	0
BACasv134	0.000261165	0.001068911	0.000540541	0.000399332	0	0	0.003252439	0
BACasv135	0	0	0	0	0	0	0	0
BACasv136	0	0	0	0	0	0	0	0
BACasv137	0.00094969	0.001235929	0.001061776	0.001887751	0	0	0	0.001259743
BACasv138	0	0	0	0	0	0	0	0
BACasv139	0.00284907	0.002939506	0.001409266	0.001815146	0.001047029	0	0.000650488	0.001338477
BACasv140	0.001923123	0.004108628	0.001640927	0.004574167	0.001308786	0.001743679	0.001100826	0.00299189
BACasv141	0.005104585	0.003407155	0.00511583	0.007333188	0	0	0.002551914	0
BACasv142	0.002374225	0.001703578	0.001525097	0.002831627	0	0.000581226	0.000500375	0.00039367
BACasv143	0.00631544	0.007649397	0.002953668	0.005300225	0.006020417	0.003632665	0.001501126	0.004881505
BACasv144	0	0	0	0	0	0	0	0
BACasv145	0.001020917	0.002037612	0.003301158	0.002686415	0.000436262	0.000508573	0.000500375	0.000314936
BACasv146	0.002587906	0.004275646	0.001138996	0.002105569	0.000872524	0.001598373	0.001501126	0.002362019
BACasv147	0	0	0	0	0	0	0	0
BACasv148	0.002279256	0.002872699	0.00015444	0	0.003664602	0.004359198	0.005003753	0.004487836
BACasv149	0	0	0	0	0	0	0	0
BACasv150	0	0	0	0	0	0	0	0
BACasv151	0	0	0	0	0	0	0	0
BACasv152	0	0.001402946	0.001988417	0.007841429	0	0	0	0
BACasv153	0	0	0	0	0.001396039	0	0	0.001653413
BACasv154	0.001139628	0.002271437	0.001100386	0.001924054	0.001134281	0.002397559	0.001250938	0.002598221
BACasv155	0	0	0	0	0	0	0	0
BACasv156	0.00116337	0.001235929	0.001776062	0.00174254	0.001134281	0	0	0
BACasv157	0.00147202	0.001503157	0.001351351	0.001306905	0.000785272	0.001453066	0.001050788	0.000866074
BACasv158	0	0	0	0	0	0	0	0
BACasv159	0	0	0	0	0	0	0	0
BACasv160	0.002611648	0.003240138	0.001254826	0.001234299	0.001483291	0.000726533	0	0.001417211
BACasv161	0	0	0	0	0	0.002542865	0.000700525	0.002519487
BACasv162	0	0	0	0	0	0	0	0
BACasv163	0	0	0	0	0	0	0	0
BACasv164	0.001187113	0.001670174	0.000173745	0	0	0	0	0
BACasv165	0	0	0	0	0	0	0	0
BACasv166	0	0	0	0	0	0	0	0
BACasv167	0.0016857	0.00230484	0	0.000617149	0	0	0.001000751	0.000314936
BACasv168	0	0	0	0	0	0	0	0
BACasv169	0.000332392	0	0.000366795	0	0	0	0	0
BACasv170	0	0	0	0	0	0	0	0
BACasv171	0	0	0	0	0	0	0	0
BACasv172	0	0	0	0	0	0	0	0
BACasv173	0	0	0	0	0.001047029	0.000944493	0.000850638	0.000472404
BACasv174	0	0	0	0	0	0.001525719	0.001501126	0
BACasv175	0	0	0	0	0	0	0	0
BACasv176	0.000546072	0.001035508	0.00034749	0.000508241	0.001047029	0.001089799	0.001100826	0.001810881
BACasv177	0.000237423	0.000233824	0	0	0.000872524	0	0	0
BACasv178	0.000664783	0.001870595	0.001138996	0.000834967	0.001221534	0	0	0
BACasv179	0	0	0	0	0	0	0	0
BACasv180	0	0	0	0	0	0	0	0
BACasv181	0.000379876	0.000367438	0.001525097	0.00087127	0	0	0	0
BACasv182	0.000474845	0	0.000289575	0.000617149	0.002792077	0	0	0
BACasv183	0.001353308	0.001803788	0.00034749	0	0	0	0	0
BACasv184	0	0	0	0	0	0	0	0
BACasv185	0	0	0	0	0	0	0	0
BACasv186	0.001851896	0.002338244	0.001100386	0.001561025	0	0	0	0
BACasv187	0.003680049	0.006747503	0.009189189	0.00972918	0.002617573	0.001235106	0.002601951	0.000629872
BACasv188	0.001234597	0.002137823	0.00019305	0	0	0.000799186	0	0
BACasv189	0	0	0	0	0	0	0	0
BACasv190	0	0	0	0	0	0	0	0
BACasv191	0	0	0	0	0	0	0	0
BACasv192	0.001756927	0.002739085	0	0.000726058	0	0	0.002702027	0
BACasv193	0.001804411	0.001202525	0.000888031	0.000943876	0	0	0	0
BACasv194	0.000641041	0.001302736	0.000656371	0.000617149	0	0	0.001050788	0
BACasv195	0.000451103	0.000801684	0.000482625	0	0	0	0.002151614	0.001968349
BACasv196	0	0	0	0	0	0	0	0
BACasv197	0	0	0	0	0	0	0	0
BACasv198	0	0	0	0	0	0	0	0
BACasv199	0.002730359	0.002839296	0.001196911	0.002069266	0	0	0	0
BACasv200	0.001780669	0.00153656	0.000366795	0.000363029	0	0.000944493	0.000850638	0
BACasv201	0	0.002505261	0.000598456	0.000907573	0	0.001089799	0.001300976	0.001889615
BACasv202	0	0	0	0	0	0	0	0
BACasv203	0	0	0	0	0	0	0	0
BACasv204	0	0	0	0	0	0	0	0
BACasv205	0.001733185	0.001903998	0	0	0	0	0	0
BACasv206	0.00021368	0.000434245	0.001409266	0.000943876	0	0	0	0
BACasv207	0	0	0	0	0.001483291	0.001307759	0.000650488	0.000944807
BACasv208	0	0	0	0	0	0	0	0.002362019
BACasv209	0.000973432	0.000801684	0.000289575	0.000617149	0	0	0	0
BACasv210	0	0	0	0	0	0	0	0
BACasv211	0.000403618	0.000835087	0.00034749	0.000689755	0	0.001307759	0.001551163	0.000708606
BACasv212	0.000308649	0.000534456	9.65E-05	0.000326726	0.001745048	0.000581226	0.0004003	0
BACasv213	0	0.000434245	0	0	0	0.001307759	0.001250938	0.002519487
BACasv214	0	0	0	0	0	0	0	0
BACasv215	0.000688525	0.001302736	0.002220077	0.001669934	0.000436262	0	0.000650488	0.000708606
BACasv216	0	0	0	0	0	0	0	0
BACasv217	0	0	0	0	0	0	0	0
BACasv218	0	0	0	0	0	0	0	0
BACasv219	0.001638216	0.002238033	0.00034749	0.000544544	0	0	0	0
BACasv220	0	0	0	0	0	0	0	0
BACasv221	0	0	0	0.000363029	0.001570544	0	0.000550413	0.000866074
BACasv222	0.000403618	0.000367438	0.000559846	0.000726058	0.001657796	0	0.000700525	0.001023541
BACasv223	0	0	0	0	0.001308786	0.001598373	0.000850638	0
BACasv224	0	0	0	0	0	0	0	0
BACasv225	0	0	0	0	0	0	0	0
BACasv226	0	0	0	0	0	0	0	0
BACasv227	0	0	0	0	0	0	0	0
BACasv228	0	0	0	0	0	0	0	0
BACasv229	0	0	0	0	0	0	0	0
BACasv230	0	0	0.00027027	0.000326726	0	0.001380413	0.001300976	0.001574679
BACasv231	0.000451103	0.000400842	0.001216216	0.000798664	0.000698019	0.001089799	0.000950713	0.001810881
BACasv232	0	0	0	0	0	0	0	0
BACasv233	0	0	0.00030888	0	0	0	0	0
BACasv234	0	0	0.000405405	0.000762361	0	0	0	0
BACasv235	0.001210855	0.002104419	0.00015444	0.000363029	0	0	0.000500375	0
BACasv236	0.000451103	0	0.001679537	0.001234299	0	0	0	0
BACasv237	0.002587906	0.002505261	0.000888031	0.002287083	0	0	0	0
BACasv238	0	0	0	0	0	0.001307759	0.001150863	0
BACasv239	0	0	0	0	0	0	0	0
BACasv240	0.000688525	0.00066807	0.000328185	0	0	0	0	0
BACasv241	0	0	0	0.000363029	0	0	0	0
BACasv242	0.000118711	0.000367438	0.00034749	0.000326726	0.004886136	0	0.001551163	0.001732147
BACasv243	0	0	0	0	0	0	0	0
BACasv244	0	0	0	0	0	0	0	0
BACasv245	0.000498587	0.00076828	0	0	0	0	0	0
BACasv246	0	0	0	0	0	0	0	0
BACasv247	0.00021368	0.002906103	0.000926641	0	0	0	0	0
BACasv248	0	0	0	0	0	0	0	0
BACasv249	0	0	0	0	0	0	0	0
BACasv250	0	0	0	0	0	0	0	0
BACasv251	0	0	0.00019305	0	0	0.001380413	0.001000751	0
BACasv252	0.001400793	0.000534456	0	0	0	0	0	0
BACasv253	0.002492937	0.001336139	0.004401544	0.004646773	0	0	0	0
BACasv254	9.50E-05	0	0.000328185	0.000471938	0	0	0	0
BACasv255	0	0	0	0	0	0	0	0
BACasv256	0	0	0	0	0	0	0	0
BACasv257	0	0	0	0	0	0	0	0
BACasv258	0	0	0	0	0	0	0	0
BACasv259	0	0	0	0	0	0	0	0
BACasv260	0.000332392	0.00086849	0.000714286	0.000980179	0.001832301	0	0.001801351	0.001653413
BACasv261	0.000498587	0	0	0.000617149	0	0	0.001701276	0.001810881
BACasv262	0	0	0	0	0	0	0	0
BACasv263	0	0	0	0	0	0	0	0
BACasv264	0	0	0	0	0	0	0	0
BACasv265	0	0	0.001081081	0.000907573	0	0	0	0
BACasv266	0	0	0	0	0	0	0	0
BACasv267	0.000902206	0.00143635	0.000830116	0	0	0.001888986	0	0
BACasv268	0	0	0	0	0	0	0.001300976	0
BACasv269	0	0	0	0	0	0	0	0
BACasv270	0	0	0.00019305	0.000471938	0	0	0.001050788	0
BACasv271	0	0	0	0	0	0	0	0.004330368
BACasv272	0	0	0	0	0	0	0	0
BACasv273	0	0	0	0	0	0	0	0
BACasv274	0	0	0	0	0	0	0	0
BACasv275	0	0	0	0	0	0	0	0
BACasv276	0	0	0	0	0	0	0	0
BACasv277	0	0	0	0	0	0	0	0
BACasv278	0	0	0	0	0	0	0	0
BACasv279	0	0	0	0	0	0	0	0
BACasv280	0	0	0	0	0	0	0	0
BACasv281	0	0	0	0	0	0	0	0
BACasv282	0	0	0	0	0	0	0	0
BACasv283	0	0.000367438	0	0	0	0	0	0
BACasv284	0	0	0.000868726	0.001924054	0	0	0	0
BACasv285	0.000189938	0.000267228	0	0	0.001134281	0.000581226	0.001200901	0
BACasv286	0	0	0	0	0	0	0	0
BACasv287	0.000261165	0.000501052	0.000791506	0.000290423	0.001919553	0	0.001000751	0.002440753
BACasv288	0.002682875	0.004208839	0.003494208	0.002650113	0	0.001307759	0.001050788	0
BACasv289	0	0	0	0	0	0	0	0
BACasv290	0	0.000501052	0	0	0	0	0	0
BACasv291	0	0	0	0	0	0	0	0
BACasv292	0	0	0	0	0	0	0	0
BACasv293	0.001210855	0.001369543	0.000289575	0.000689755	0	0	0	0
BACasv294	0	0	0.000173745	0	0	0	0	0
BACasv295	0	0	0	0	0	0	0	0
BACasv296	0.000451103	0.001002104	0.000250965	0.001052784	0	0	0	0
BACasv297	0	0	0	0	0	0	0	0
BACasv298	0	0	0	0	0	0	0	0
BACasv299	0	0	0	0	0.00034901	0	0	0
BACasv300	0.00116337	0	0	0	0	0	0	0.000866074
BACasv301	7.12E-05	0.000233824	0.000945946	0.000617149	0	0	0	0
BACasv302	0.000379876	0	0	0	0	0	0	0.000629872
BACasv303	0	0	0	0	0	0	0	0
BACasv304	0	0	0	0	0	0	0	0
BACasv305	0	0	0	0	0	0	0.002952214	0
BACasv306	0	0	0	0	0	0	0	0.002913156
BACasv307	0	0	0	0	0	0	0	0
BACasv308	0	0	0	0	0	0	0	0
BACasv309	0.000403618	0	0	0	0	0.001888986	0	0
BACasv310	0	0	0	0	0	0	0	0
BACasv311	0.000569814	0.000601263	0.000830116	0.00174254	0	0	0	0
BACasv312	0	0	0	0	0	0	0	0
BACasv313	0	0	0	0	0	0	0	0
BACasv314	0	0	0	0	0	0	0	0
BACasv315	0.000403618	0.001035508	0.000579151	0.000834967	0	0	0	0
BACasv316	0	0	0	0.000399332	0.003141087	0.002542865	0	0
BACasv317	0.000261165	0	0	0	0	0	0	0
BACasv318	0	0	0	0	0	0	0	0
BACasv319	0.001115886	0.000835087	0	0	0	0	0	0
BACasv320	0	0	0	0	0	0	0	0
BACasv321	0	0	0	0	0	0	0	0
BACasv322	0	0	0	0	0	0	0	0
BACasv323	0.001092144	0.001169122	5.79E-05	0.000217817	0	0	0	0
BACasv324	0.000569814	0.000835087	0.002316602	0.002178175	0	0.000290613	0	0.000472404
BACasv325	0.00052233	0.00076828	0.000250965	0	0	0	0.0008006	0
BACasv326	0	0	0	0	0	0	0	0
BACasv327	0	0	0	0	0	0	0	0
BACasv328	0	0	0	0	0	0	0	0
BACasv329	0	0	0	0	0	0	0	0
BACasv330	0.000189938	0.001503157	0	0	0	0	0	0
BACasv331	0.00021368	0	0	0.000217817	0	0.000726533	0.000350263	0.000551138
BACasv332	0	0	0	0	0	0	0	0
BACasv333	0	0	3.86E-05	0	0	0	0	0
BACasv334	0	0	0	0	0	0	0	0
BACasv335	0	0	0	0	0	0	0	0
BACasv336	0.001044659	0.001235929	0	0	0	0	0	0
BACasv337	0	0	0	0	0	0	0	0
BACasv338	0	0	0	0	0	0	0	0
BACasv339	0	0	0	0	0	0	0	0
BACasv340	0	0	0	0	0	0	0	0
BACasv341	0	0	0	0	0	0	0	0
BACasv342	0	0	0	0	0	0	0	0
BACasv343	0.002113061	0.002338244	0.001563707	0.001960357	0	0	0	0
BACasv344	0	0	0	0	0	0	0	0
BACasv345	0	0	0	0	0	0	0	0
BACasv346	0	0	0	0	0	0	0	0
BACasv347	0	0	0	0	0.001483291	0	0.00060045	0
BACasv348	0.000688525	0.00143635	0.000694981	0.000508241	0	0	0	0
BACasv349	0	0	0	0	0	0	0	0
BACasv350	0	0	0	0	0	0	0	0
BACasv351	0.000997175	0.001068911	0.000733591	0.001052784	0	0	0	0
BACasv352	0.000474845	0.000567859	0	0.000217817	0	0	0.000350263	0
BACasv353	0	0	0	0	0	0	0	0
BACasv354	0	0	0	0	0	0	0	0
BACasv355	0	0	0	0.000726058	0	0	0	0
BACasv356	0	0	0	0	0	0	0	0
BACasv357	0	0	0	0	0	0	0	0
BACasv358	0.000878463	0.001369543	0	0	0	0	0	0
BACasv359	0	0	0	0.001488419	0	0	0	0
BACasv360	0	0	0	0	0	0	0	0
BACasv361	0	0	0	0	0	0	0	0
BACasv362	0.000451103	0	0	0	0	0	0	0
BACasv363	0	0	0	0	0	0	0	0
BACasv364	0	0	0	0	0	0	0	0
BACasv365	0	0	0	0	0	0	0	0
BACasv366	0.001115886	0.000701473	0.000598456	0.001415814	0	0	0	0
BACasv367	0	0	0	0	0	0.001017146	0.000850638	0.001968349
BACasv368	0	0	0	0	0	0	0	0
BACasv369	0	0	0	0	0	0	0	0
BACasv370	0	0	0	0	0	0	0	0
BACasv371	0	0	0	0	0	0	0	0
BACasv372	0	0	0	0	0	0	0	0
BACasv373	0	0	0	0	0	0	0	0
BACasv374	0	0.000300631	0	0	0	0	0.000700525	0.001102275
BACasv375	0	0	0	0	0	0	0	0
BACasv376	0	0	0	0	0	0	0	0
BACasv377	0	0	0	0	0	0	0	0
BACasv378	0	0	0	0	0	0	0	0
BACasv379	0	0	0	0	0	0	0	0
BACasv380	0	0	0	0	0	0	0	0
BACasv381	0	0	0	0	0	0	0	0
BACasv382	0	0	0	0	0	0	0	0
BACasv383	0	0	0	0	0	0	0	0
BACasv384	0	0	0	0	0	0	0	0
BACasv385	0.000379876	0	0	0	0	0	0.000450338	0
BACasv386	0	0	0	0	0	0	0	0
BACasv387	0.000379876	0.00153656	0.00027027	0.00087127	0	0	0	0
BACasv388	0.000284907	0.000400842	0.000714286	0.000363029	0	0.000290613	0.000150113	0.000236202
BACasv389	0	0	0	0	0	0	0	0.005117707
BACasv390	0	0	0	0	0	0	0	0
BACasv391	0.000237423	0	0	0	0	0	0	0
BACasv392	0	0	0	0	0	0	0	0
BACasv393	0.001044659	0.00086849	0.00019305	0.000762361	0	0	0	0
BACasv394	0	0	0	0	0	0	0	0
BACasv395	0	0	0	0	0	0	0	0
BACasv396	0	0	0	0	0	0	0	0
BACasv397	0.000854721	0.000734877	0.00019305	0.00025412	0	0	0	0
BACasv398	0.000854721	0	0	0	0	0	0	0
BACasv399	0	0	0.000694981	0.00112539	0	0	0	0
BACasv400	0	0	0	0	0	0	0	0
BACasv401	0	0	0	0	0	0	0	0
BACasv402	0	0	0	0	0	0	0	0
BACasv403	0	0.000300631	9.65E-05	0	0	0	0	0
BACasv404	0.000546072	0.000367438	0.000212355	0	0	0.00043592	0	0
BACasv405	0	0	0	0	0	0	0	0
BACasv406	0	0	0	0	0	0	0	0
