ASVID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_1	Arable9_2	Arable9_3	Arable9_4
BACasv33	0.021249317	0.019106791	0.029555985	0.021963261	0.006718436	0.005594304	0.003802852	0.009211873
BACasv36	0.000807237	0.001302736	0.000752896	0.000435635	0.010295786	0.005594304	0.005904428	0.005668845
BACasv37	0.00189938	0.002238033	0.000559846	0.000653452	0.006980194	0.001888986	0.002451839	0.001102275
BACasv39	0.019967236	0.016634933	0.030849421	0.03154723	0.004100864	0.004504505	0.002852139	0.007007322
BACasv41	0.000617299	0.000567859	0.000579151	0.000399332	0	0	0	0
BACasv42	0.001923123	0.001302736	0.000772201	0.000617149	0.005496903	0.009880849	0.013059795	0.006456185
BACasv43	0.001139628	0.001503157	0.006602317	0.004683076	0	0	0	0
BACasv44	0.006647831	0.002872699	0.002992278	0.004065926	0	0	0.001250938	0
BACasv46	0.014601486	0.013094164	0.021505792	0.019349452	0	0.004359198	0.003052289	0.002834422
BACasv47	0.012725848	0.012559709	0.010617761	0.019603572	0.010644795	0.009444929	0.009206905	0.009054405
BACasv49	0.008167335	0.009687009	0.002799228	0.005626951	0.006107669	0.002324906	0.003152364	0
BACasv54	0.006481635	0.008551291	0.006447876	0.01060045	0.010644795	0.015693112	0.010657993	0.013069837
BACasv59	0.004819678	0.00297291	0.006833977	0.006788644	0	0	0	0
BACasv66	0.004511028	0.004075225	0.006216216	0.003630291	0	0.001598373	0.001250938	0.001889615
BACasv67	0.003466369	0.003340348	0.001293436	0.002141872	0.004711631	0.003124092	0.005103828	0.004251634
BACasv70	0.000617299	0.001235929	0.001795367	0.00112539	0.00575866	0.001888986	0.001250938	0.002755689
BACasv73	0.001923123	0.00297291	0.000405405	0.000399332	0.004013611	0.001961639	0.004003002	0.004094166
BACasv84	0.000641041	0.001169122	0	0	0	0	0	0
BACasv86	0.001543247	0.002605471	0.001621622	0	0	0	0	0
BACasv89	0.001210855	0.001703578	0.000772201	0.00112539	0.004711631	0.001961639	0.001250938	0.002519487
BACasv90	0.000237423	0.000534456	0.00019305	0	0.001134281	0.00087184	0.00425319	0.002755689
BACasv91	0.002991524	0.007348766	0.001119691	0.001815146	0.007503708	0.004504505	0.004503378	0.007322258
BACasv92	0.000664783	0.000634666	0	0.000508241	0.002704825	0.002034292	0.002802102	0.002047083
BACasv96	0.001923123	0.001603367	0.002992278	0.000798664	0.01404764	0.009009009	0.007355517	0.004330368
BACasv100	0	0.000367438	0	0	0	0.001743679	0.001551163	0.00338556
BACasv101	0.000593556	0.000901894	0.000289575	0	0.001657796	0.001089799	0.001901426	0.001574679
BACasv102	0.001875638	0.001369543	0.007528958	0.00174254	0	0	0.000900676	0
BACasv103	0.003181462	0.003106524	0.001332046	0.00348508	0	0.000508573	0.000650488	0.000314936
BACasv113	0.003561338	0.002471858	0	0	0	0	0	0
BACasv114	0.002041834	0.002605471	0.00023166	0.000363029	0.00540965	0.001380413	0.001250938	0.002598221
BACasv124	0.007098934	0.00594582	0.003301158	0.005082408	0.00253032	0	0	0
BACasv125	0.001661958	0.00153656	0.002142857	0.002722718	0	0.00065388	0.000300225	0.001259743
BACasv126	0.001187113	0.001402946	0.000772201	0.000508241	0	0.002470212	0.002201651	0.001023541
BACasv128	0.000902206	0.002672278	0.000617761	0	0.003926359	0.006974717	0.003102327	0.004251634
BACasv129	0.00116337	0.001937402	0	0.000798664	0.003141087	0.001525719	0.002151614	0.001102275
BACasv131	0.001994349	0.001369543	0.006467181	0.002178175	0.000785272	0.001671026	0	0
BACasv132	0.001733185	0.000701473	0.003397683	0.00261381	0	0	0	0
BACasv134	0.000261165	0.001068911	0.000540541	0.000399332	0	0	0.003252439	0
BACasv139	0.00284907	0.002939506	0.001409266	0.001815146	0.001047029	0	0.000650488	0.001338477
BACasv141	0.005104585	0.003407155	0.00511583	0.007333188	0	0	0.002551914	0
BACasv142	0.002374225	0.001703578	0.001525097	0.002831627	0	0.000581226	0.000500375	0.00039367
BACasv145	0.001020917	0.002037612	0.003301158	0.002686415	0.000436262	0.000508573	0.000500375	0.000314936
BACasv148	0.002279256	0.002872699	0.00015444	0	0.003664602	0.004359198	0.005003753	0.004487836
BACasv152	0	0.001402946	0.001988417	0.007841429	0	0	0	0
BACasv156	0.00116337	0.001235929	0.001776062	0.00174254	0.001134281	0	0	0
BACasv157	0.00147202	0.001503157	0.001351351	0.001306905	0.000785272	0.001453066	0.001050788	0.000866074
BACasv160	0.002611648	0.003240138	0.001254826	0.001234299	0.001483291	0.000726533	0	0.001417211
BACasv164	0.001187113	0.001670174	0.000173745	0	0	0	0	0
BACasv167	0.0016857	0.00230484	0	0.000617149	0	0	0.001000751	0.000314936
BACasv176	0.000546072	0.001035508	0.00034749	0.000508241	0.001047029	0.001089799	0.001100826	0.001810881
BACasv178	0.000664783	0.001870595	0.001138996	0.000834967	0.001221534	0	0	0
BACasv181	0.000379876	0.000367438	0.001525097	0.00087127	0	0	0	0
BACasv183	0.001353308	0.001803788	0.00034749	0	0	0	0	0
BACasv186	0.001851896	0.002338244	0.001100386	0.001561025	0	0	0	0
BACasv187	0.003680049	0.006747503	0.009189189	0.00972918	0.002617573	0.001235106	0.002601951	0.000629872
BACasv188	0.001234597	0.002137823	0.00019305	0	0	0.000799186	0	0
BACasv192	0.001756927	0.002739085	0	0.000726058	0	0	0.002702027	0
BACasv193	0.001804411	0.001202525	0.000888031	0.000943876	0	0	0	0
BACasv194	0.000641041	0.001302736	0.000656371	0.000617149	0	0	0.001050788	0
BACasv199	0.002730359	0.002839296	0.001196911	0.002069266	0	0	0	0
BACasv205	0.001733185	0.001903998	0	0	0	0	0	0
BACasv206	0.00021368	0.000434245	0.001409266	0.000943876	0	0	0	0
BACasv209	0.000973432	0.000801684	0.000289575	0.000617149	0	0	0	0
BACasv211	0.000403618	0.000835087	0.00034749	0.000689755	0	0.001307759	0.001551163	0.000708606
BACasv213	0	0.000434245	0	0	0	0.001307759	0.001250938	0.002519487
BACasv219	0.001638216	0.002238033	0.00034749	0.000544544	0	0	0	0
BACasv222	0.000403618	0.000367438	0.000559846	0.000726058	0.001657796	0	0.000700525	0.001023541
BACasv231	0.000451103	0.000400842	0.001216216	0.000798664	0.000698019	0.001089799	0.000950713	0.001810881
BACasv235	0.001210855	0.002104419	0.00015444	0.000363029	0	0	0.000500375	0
BACasv237	0.002587906	0.002505261	0.000888031	0.002287083	0	0	0	0
BACasv240	0.000688525	0.00066807	0.000328185	0	0	0	0	0
BACasv242	0.000118711	0.000367438	0.00034749	0.000326726	0.004886136	0	0.001551163	0.001732147
BACasv245	0.000498587	0.00076828	0	0	0	0	0	0
BACasv247	0.00021368	0.002906103	0.000926641	0	0	0	0	0
BACasv252	0.001400793	0.000534456	0	0	0	0	0	0
BACasv253	0.002492937	0.001336139	0.004401544	0.004646773	0	0	0	0
BACasv267	0.000902206	0.00143635	0.000830116	0	0	0.001888986	0	0
BACasv283	0	0.000367438	0	0	0	0	0	0
BACasv285	0.000189938	0.000267228	0	0	0.001134281	0.000581226	0.001200901	0
BACasv287	0.000261165	0.000501052	0.000791506	0.000290423	0.001919553	0	0.001000751	0.002440753
BACasv288	0.002682875	0.004208839	0.003494208	0.002650113	0	0.001307759	0.001050788	0
BACasv290	0	0.000501052	0	0	0	0	0	0
BACasv293	0.001210855	0.001369543	0.000289575	0.000689755	0	0	0	0
BACasv296	0.000451103	0.001002104	0.000250965	0.001052784	0	0	0	0
BACasv301	7.12E-05	0.000233824	0.000945946	0.000617149	0	0	0	0
BACasv311	0.000569814	0.000601263	0.000830116	0.00174254	0	0	0	0
BACasv315	0.000403618	0.001035508	0.000579151	0.000834967	0	0	0	0
BACasv319	0.001115886	0.000835087	0	0	0	0	0	0
BACasv323	0.001092144	0.001169122	5.79E-05	0.000217817	0	0	0	0
BACasv324	0.000569814	0.000835087	0.002316602	0.002178175	0	0.000290613	0	0.000472404
BACasv325	0.00052233	0.00076828	0.000250965	0	0	0	0.0008006	0
BACasv330	0.000189938	0.001503157	0	0	0	0	0	0
BACasv336	0.001044659	0.001235929	0	0	0	0	0	0
BACasv343	0.002113061	0.002338244	0.001563707	0.001960357	0	0	0	0
BACasv348	0.000688525	0.00143635	0.000694981	0.000508241	0	0	0	0
BACasv351	0.000997175	0.001068911	0.000733591	0.001052784	0	0	0	0
BACasv352	0.000474845	0.000567859	0	0.000217817	0	0	0.000350263	0
BACasv358	0.000878463	0.001369543	0	0	0	0	0	0
BACasv366	0.001115886	0.000701473	0.000598456	0.001415814	0	0	0	0
BACasv374	0	0.000300631	0	0	0	0	0.000700525	0.001102275
BACasv387	0.000379876	0.00153656	0.00027027	0.00087127	0	0	0	0
BACasv388	0.000284907	0.000400842	0.000714286	0.000363029	0	0.000290613	0.000150113	0.000236202
BACasv393	0.001044659	0.00086849	0.00019305	0.000762361	0	0	0	0
BACasv397	0.000854721	0.000734877	0.00019305	0.00025412	0	0	0	0
BACasv403	0	0.000300631	9.65E-05	0	0	0	0	0
BACasv409	0	0.001169122	0	0	0	0	0	0
BACasv410	0.000166196	0.001135718	0.001138996	0.000580847	0.000610767	0	0	0
BACasv411	0.000759752	0.000501052	0.000675676	0.000471938	0	0	0	0
BACasv417	0.000356134	0.000935297	0.0003861	0.000544544	0	0	0	0
BACasv419	0.000641041	0.001002104	0.000444015	0	0	0	0	0
BACasv425	0.000641041	0.001135718	0	0	0	0	0	0
BACasv429	0.000783494	0.000835087	0.00015444	0	0	0	0	0
BACasv430	0	0.000400842	0.000810811	0.000653452	0	0	0	0
BACasv439	0.000546072	0.001068911	0.00023166	0.000471938	0	0	0	0
BACasv440	0.000783494	0.001402946	0.000868726	0.001415814	0	0	0.000750563	0
BACasv442	0	0.000167017	0.000444015	0.001161693	0	0	0	0
BACasv449	0.000712268	0.001035508	0.000173745	0.000181515	0	0	0	0
BACasv450	0.001828154	0.002037612	0.000945946	0.00199666	0	0	0	0
BACasv459	0.00052233	0.001002104	0.00023166	0.000399332	0	0	0	0
BACasv466	0.000617299	0.000968701	0	0	0	0	0	0
BACasv467	0.000261165	0.000467649	0.000559846	0.000943876	0	0	0	0
BACasv472	0.000356134	0.000701473	0.000135135	0	0	0.000944493	0.000450338	0
BACasv482	0.000641041	0.000701473	0.00027027	0	0	0	0	0
BACasv483	0.000569814	0.000901894	0	0	0	0	0	0
BACasv484	0.000498587	0.00066807	0.000694981	0.000435635	0	0	0	0
BACasv492	0.000617299	0.00076828	0	0	0	0	0	0
BACasv493	0.000617299	0.000601263	0.00030888	0.000435635	0	0.00065388	0	0
BACasv494	0.000427361	0.00086849	0.00034749	0	0	0	0.000150113	0
BACasv495	0.000593556	0.00066807	0.001409266	0.000943876	0	0	0	0
BACasv511	0.000641041	0.001068911	0.00046332	0.000689755	0	0	0.000950713	0
BACasv517	0	0.000367438	0	0	0	0	0	0
BACasv521	0.000166196	0.000467649	0	0.000181515	0	0	0	0
BACasv528	0.000142454	0.000701473	0.000559846	0.000834967	0.00034901	0	0	0
BACasv529	0.000546072	0.000701473	0.00034749	0.000544544	0	0	0	0
BACasv530	0.000332392	0.00076828	0.000328185	0.000617149	0	0	0	0
BACasv532	0	0.00076828	0	0	0	0	0	0
BACasv539	0.000261165	0.000300631	0.00023166	0	0	0	0	0
BACasv546	0.000498587	0.000734877	0	0	0	0	0	0
BACasv548	0.000284907	0.000367438	0.00042471	0.000399332	0	0	0	0
BACasv560	0.000427361	0.000701473	0	0	0	0	0	0
BACasv562	0.000237423	0.000434245	0	0	0.000436262	0.00043592	0.000500375	0.001732147
BACasv575	0.000474845	0.000467649	0	0	0	0	0	0
BACasv576	0.000474845	0.000567859	0	0	0	0	0	0
BACasv577	0.000474845	0.000567859	0.000289575	0.000435635	0	0	0	0
BACasv587	0.000403618	0.000601263	0.00011583	0	0	0	0	0
BACasv605	0	0.000567859	0	0	0	0	0	0
BACasv608	0.000451103	0.000534456	0	0.000181515	0	0	0	0
BACasv609	0	0.000634666	0	0	0	0	0	0
BACasv611	0	0.000634666	0	0	0	0	0	0
BACasv633	0.000427361	0.000434245	0	0	0	0	0	0
BACasv635	0	0.000601263	0	0	0	0	0	0
BACasv637	0	0.000334035	0	0	0	0.00065388	0.000300225	0.000708606
BACasv645	0.00021368	0.000467649	0	0	0	0	0	0
BACasv649	0.000403618	0.000367438	7.72E-05	0	0	0	0	0
BACasv650	0.000332392	0.000233824	0.000328185	0.000326726	0	0	0	0
BACasv669	0.000379876	0.000300631	0.00015444	0	0	0	0.000450338	0
BACasv672	0	0.000434245	0	0	0	0	0.0008006	0.000551138
BACasv682	0	0.000467649	0	0	0	0	0	0
BACasv686	0	0.000167017	0.000289575	0	0	0	0	0
BACasv729	0.000189938	0.000267228	0	0.000471938	0	0	0	0
BACasv749	0.000189938	0.000400842	0.00015444	0.000326726	0	0	0	0
BACasv770	0.000189938	0.000300631	0	0	0	0	0	0
BACasv773	0.000261165	0.000167017	0.000135135	0	0	0	0	0
BACasv775	0.000189938	0.000367438	0	0	0	0.000508573	0	0
BACasv792	0	0.00010021	0	0	0	0	0	0
BACasv793	0.000237423	0.000200421	0.00011583	0	0	0	0	0
BACasv823	0.000142454	0.000267228	0	0	0	0	0	0
BACasv824	0	0.000200421	0	0	0	0	0	0
BACasv830	0	0.000300631	0	0	0	0	0	0
BACasv831	0	0.000300631	0	0	0	0	0	0
BACasv898	0	0.000233824	0	0	0	0	0	0
BACasv928	0	0.000200421	0	0	0	0	0	0
BACasv929	0	0.000200421	0	0	0	0	0	0
BACasv931	0	0.000200421	0	0	0	0	0	0
BACasv966	0	0.000167017	0	0	0	0	0	0
BACasv969	0	0.000133614	9.65E-05	0	0	0	0	0
