# Constructed from biom file
#OTU ID	Arable6_1	Arable6_2	Arable6_3	Arable6_4	Arable9_2	Arable9_3	Arable9_4	Arable9_6	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_2	Restore9_3	Restore9_4	Restore9_6
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__uncultured;__	0.0019943493435266744	0.0027390854127000036	0.0	0.0	0.0	0.013586166811973263	0.00955716787590693	0.0	0.0	0.0	0.0	0.0	0.0	0.010060711188204683	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__uncultured;__	0.0049858733588166865	0.004041821157764639	0.0028764478764478764	0.006244100776882306	0.0	0.0011624527753560012	0.0	0.0	0.04235827217652564	0.02918162918162918	0.050621365864781664	0.04659859657968822	0.0	0.0005699417668194772	0.035969819175230906	0.06485645105499827
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;__;__	0.027184880932595742	0.020643351037178074	0.02833976833976834	0.026864154505191317	0.013524125294476922	0.013586166811973263	0.012359269452089067	0.010314148492244705	0.0008373146825592277	0.0019656019656019656	0.001710181279215597	0.0022690028992814826	0.015303961025206524	0.011126254491388923	0.0	0.0006341519658710942
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;__;__;__	0.010565303069873454	0.008117045796171962	0.014324324324324324	0.010310026864154505	0.013436872873222231	0.0034147050276082534	0.005203902927195397	0.0058263128887489175	0.001822390779687731	0.004347004347004347	0.005016531752365751	0.0037816714988024706	0.008949375132387206	0.003097509602279767	0.0	0.0018448057188977286
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;D_5__uncultured soil bacterium;D_6__uncultured soil bacterium	0.0033476578266340607	0.002939506296556101	0.0	0.004973498874609744	0.017275979408428583	0.015329845975007266	0.018613960470352766	0.023383985512951736	0.0	0.001171801171801172	0.0002850302132025995	0.0006302785831337451	0.029442914636729507	0.018064676000495602	0.0009756732145180174	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;D_5__uncultured;D_6__uncultured Thermosporothrix sp.	0.012702105937937748	0.009586798944450012	0.015212355212355212	0.009729180280258477	0.03132361923043364	0.011987794245858762	0.018914185639229423	0.014487048263916226	0.0	0.0	0.0	0.0	0.020758313916543106	0.022549869904596703	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Solibacterales;D_4__Solibacteraceae (Subgroup 3);D_5__Bryobacter;__	0.010517818561694247	0.01306076093128904	0.004884169884169884	0.007732520148115879	0.016577960038391064	0.018235977913397268	0.0203652739554666	0.032517124635855446	0.0037432891690883123	0.0032508032508032506	0.004047429027476912	0.001974872893819068	0.013397585257360728	0.01863461776731508	0.009821777026148042	0.017698604865675083
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Frankiaceae;D_5__Jatrophihabitans;Ambiguous_taxa	0.002587905695766756	0.001970805357918295	0.0013127413127413127	0.0015247222827270747	0.008027222755431463	0.013731473408892764	0.012559419564673505	0.011495157861585703	0.0	0.0	0.0	0.0	0.007890277483583986	0.010481972494114731	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Subgroup 2;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium;D_6__uncultured forest soil bacterium	0.014957620076450058	0.012092059992651234	0.006447876447876448	0.0058084658389602846	0.018061251199720792	0.010752688172043012	0.013910432824618464	0.008739469333123376	0.0	0.0	0.0	0.0	0.014191908493963143	0.009540329575021683	0.0	0.0
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Coleofasciculaceae;D_5__Microcoleus SAG 1449-1a;D_6__Persicaria minor	0.005223295899712719	0.0017703844740621973	0.0	0.0	0.0	0.0	0.0005504128096072054	0.0	0.0	0.0	0.0	0.0	0.00042363905952128787	0.0	0.08462339013919605	0.0
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli;D_3__Bacillales;D_4__Bacillaceae;D_5__Bacillus;__	0.0022080296303331037	0.003139927180412199	0.0023359073359073357	0.005118710520583751	0.023121891632492803	0.015547805870386516	0.021115836877658244	0.022754113849303204	0.004038811998226863	0.001701001701001701	0.0018241933644966366	0.002226984327072566	0.020864223681423426	0.019824061454590508	0.015415636789384676	0.009224028594488643
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Corynebacteriales;D_4__Mycobacteriaceae;D_5__Mycobacterium;__	0.007550036800493839	0.007014730934963423	0.008996138996138997	0.010455238510128513	0.008288980019195532	0.03632664922987504	0.010958218663997998	0.00999921266042044	0.005713441363345319	0.0036666036666036664	0.0037053927716337934	0.004327912937518383	0.012073713196356703	0.012241357948209639	0.006764667620658254	0.013259541104577425
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;__	0.011562477741636792	0.01573303938270368	0.007471042471042471	0.013540985987076164	0.01989355204606928	0.03908747457134554	0.028321240930698023	0.03873710731438469	0.0008373146825592277	0.0	0.0	0.0007143157275515778	0.03288498199533997	0.03357700408871268	0.003837647977104202	0.0021330566124754986
D_0__Bacteria;D_1__WPS-2;D_2__uncultured forest soil bacterium;D_3__uncultured forest soil bacterium;D_4__uncultured forest soil bacterium;D_5__uncultured forest soil bacterium;D_6__uncultured forest soil bacterium	0.010446591799425437	0.00845108060259879	0.008996138996138997	0.010709358890583024	0.0012215338975656573	0.0027608253414705027	0.001551163372529397	0.0027556885284623256	0.0	0.0	0.0	0.0	0.0004765939419614488	0.0008673026886383347	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;__;__	0.001614473278093022	0.003273541102982931	0.001332046332046332	0.0015247222827270747	0.0068929412791204955	0.009009009009009009	0.009206905178884162	0.006377450594441382	0.0027089592671033836	0.00412020412020412	0.002679284004104435	0.001344594310685323	0.007996187248464308	0.009565109651839921	0.0039026928580720697	0.004669664475959875
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);__;__	0.0019943493435266744	0.0012693322644219528	0.0	0.0004719378494155231	0.006107669487828287	0.007628596338273758	0.01070803102326745	0.0020470829068577278	0.0	0.0	0.0	0.0	0.0069900444821012495	0.01050675257093297	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__B12-WMSP1;D_4__uncultured Chloroflexi bacterium;D_5__uncultured Chloroflexi bacterium;D_6__uncultured Chloroflexi bacterium	0.003656307129798903	0.004876908173831713	0.00693050193050193	0.004864590140129238	0.012128086554401885	0.01794536471955827	0.014660995746810108	0.019919691362884812	0.0	0.0	0.0	0.0	0.02155263715314552	0.016131830008673027	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__AD3;D_3__uncultured bacterium;D_4__uncultured bacterium;D_5__uncultured bacterium;D_6__uncultured bacterium	0.020798214582492463	0.01600026722784514	0.009401544401544401	0.01364989472155667	0.0020940581101125556	0.001089799476896251	0.0016012009006755067	0.0013384772852531297	0.003940304388514013	0.0019656019656019656	0.0044464713259605515	0.003907727215429219	0.0018534208854056344	0.0	0.007675295954208404	0.008301625735039779
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__uncultured;__;__	0.021249317410194923	0.019106790927614657	0.029555984555984557	0.021963261453568576	0.006718436436611116	0.005594303981400756	0.003802852139104328	0.009211873080859774	0.009407476727577205	0.020034020034020033	0.034887698095998176	0.02689188621370646	0.006142766363058674	0.0037170115227357207	0.008911148692597893	0.016545601291364002
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__uncultured;Ambiguous_taxa;Ambiguous_taxa	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031026408221672953	0.0017871555401821745
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;__;__	0.012630879175668939	0.009887430270234159	0.007606177606177606	0.017679517897335368	0.012215338975656574	0.011624527753560012	0.008656492369276958	0.014959452011652627	0.015908978968625326	0.013494613494613495	0.01618971610990765	0.009580234463632925	0.007678457953823343	0.008078305042745633	0.010277091192923117	0.013086590568430763
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Acidothermaceae;D_5__Acidothermus;D_6__bacterium Ellin334	0.000807236639046511	0.0013027357450646358	0.0007528957528957529	0.00043563493792202136	0.010295785708053399	0.005594303981400756	0.00590442832124093	0.005668844972836784	0.0	0.0	0.0	0.0	0.007943232366024148	0.005402056746375914	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Longimycelium;D_6__uncultured bacterium	0.0018993803271682614	0.0022380332030597586	0.0005598455598455599	0.000653452406883032	0.006980193700375186	0.001888985759953502	0.0024518388791593695	0.0011022754113849302	0.0	0.0	0.0	0.0	0.003124338063969498	0.002403667451369099	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Pseudonocardiales;D_4__Pseudonocardiaceae;D_5__Crossiella;__	0.00232674090078112	0.001135718341851221	0.0062548262548262545	0.00856748711246642	0.005758659802809528	0.0027608253414705027	0.0034525894420815613	0.0029918904023305253	0.0	0.0	0.0	0.0	0.0020652404151662784	0.0015859249163672408	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;D_5__1921-2;D_6__uncultured bacterium	0.019967235689356346	0.016634933360056118	0.03084942084942085	0.03154723008785305	0.004100863798970422	0.0045045045045045045	0.002852139104328246	0.007007322258089914	0.0	0.0	0.0	0.0	0.003865706418131752	0.00398959236773634	0.0005203590477429426	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Acidothermaceae;D_5__Acidothermus;D_6__uncultured soil bacterium	0.005650656473325578	0.006246450880181715	0.0035907335907335905	0.0061351920424018	0.008986999389233051	0.0016710258645742516	0.0055041280960720545	0.004802771435320053	0.0009358222922720781	0.0	0.0014251510660129973	0.0010504643052229084	0.009796653251429782	0.0050055755172841035	0.002536750357746845	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Subgroup 6;__;__;__;__	0.000617298606329685	0.0005678591709256105	0.0005791505791505791	0.00039933202642851955	0.0	0.0	0.0	0.0	0.06959562626212874	0.11166131166131166	0.07040246266104207	0.10840791629900416	0.00015886464732048296	0.0	0.0014960322622609601	0.0038625619739421193
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__uncultured bacterium;D_6__uncultured bacterium	0.0019231225812578645	0.0013027357450646358	0.0007722007722007722	0.0006171494953895303	0.005496902539045458	0.00988084859052601	0.013059794846134601	0.006456184552397449	0.0005417918534206767	0.0	0.0	0.00037816714988024705	0.007996187248464308	0.007508363275926156	0.0005203590477429426	0.0004035512510088781
D_0__Bacteria;D_1__WPS-2;D_2__uncultured Firmicutes bacterium;D_3__uncultured Firmicutes bacterium;D_4__uncultured Firmicutes bacterium;D_5__uncultured Firmicutes bacterium;D_6__uncultured Firmicutes bacterium	0.0011396281963009568	0.0015031566289207335	0.006602316602316602	0.00468307558266173	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Rhizobiales;D_4__Xanthobacteraceae;D_5__Bradyrhizobium;__	0.006647831145088915	0.002872699335270735	0.002992277992277992	0.004065926087272199	0.0	0.0	0.0012509382036527395	0.0	0.014234349603506872	0.01254961254961255	0.02069319347850872	0.014454388839867221	0.0009002330014827367	0.001635485070003717	0.00507350071549369	0.008935777700910873
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Frankiales;D_4__Acidothermaceae;D_5__Acidothermus;D_6__uncultured bacterium	0.006529119874640899	0.005711995189898788	0.0040733590733590735	0.004320046467726712	0.006282174330337667	0.008282476024411508	0.004503377533149862	0.005038973309188253	0.0030044820962419347	0.0012096012096012097	0.003933416942195873	0.00344552292113114	0.007095954246981571	0.006071118820468344	0.0006504488096786782	0.0016718551827510665
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia;D_3__Gemmatales;D_4__Gemmataceae;D_5__uncultured;__	0.014601486265106009	0.013094164411931723	0.021505791505791506	0.019349451826036448	0.0	0.004359197907585004	0.0030522892169126846	0.002834422486418392	0.0004925380485642516	0.0018522018522018522	0.0031923383878691143	0.0038657086432203032	0.0019063757678457953	0.004336513443191674	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__uncultured;__;__	0.01272584819202735	0.012559708721648796	0.010617760617760617	0.01960357220649096	0.010644795393072158	0.00944492879976751	0.009206905178884162	0.009054405164947642	0.003102989705954785	0.006917406917406917	0.008835936609280583	0.00907601159712593	0.0051895784791357764	0.006814521125015487	0.016326265122934825	0.01147238556439525
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria;D_3__Gammaproteobacteria Incertae Sedis;D_4__Unknown Family;D_5__Acidibacter;D_6__bacterium Ellin5264	0.012607136921579335	0.012292480876507332	0.005984555984555984	0.00958396863428447	0.013000610766948783	0.006974716652136007	0.006554916187140355	0.009054405164947642	0.0	0.0	0.0	0.0	0.010114382546070748	0.009565109651839921	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Occallatibacter;Ambiguous_taxa	0.008167335406823524	0.009687009386378061	0.002799227799227799	0.005626951281492776	0.006107669487828287	0.0023249055507120024	0.0031523642732049035	0.0	0.0	0.0	0.0	0.0	0.0023300148273670833	0.0022302069136414322	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;__;__	0.013438115814715448	0.012292480876507332	0.006235521235521235	0.008385972554998912	0.006282174330337667	0.00980819529206626	0.00830622967225419	0.004802771435320053	0.0	0.0	0.001083114810169878	0.0	0.008313916543105274	0.009862470573658778	0.003447378691296995	0.005015565548253199
D_0__Bacteria;D_1__Chloroflexi;D_2__KD4-96;__;__;__;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.015219425700635374	0.019996219996219994	0.01048911184585566	0.008193621580738686	0.0	0.0	0.014244828931963055	0.013893693070448519
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae;D_5__RB41;D_6__uncultured Acidobacteriaceae bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004383588632221839	0.012058212058212059	0.0009120966822483183	0.0007983528719694105	0.0	0.0	0.0	0.0008071025020177562
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Streptomycetales;D_4__Streptomycetaceae;D_5__Streptomyces;__	0.00239796766304993	0.00303971673848415	0.0015057915057915057	0.0014521164597400711	0.001919553267603176	0.001961639058413252	0.0012509382036527395	0.0036217620659790566	0.025070186671920406	0.016518616518616518	0.01710181279215597	0.010966847346527165	0.0020122855327261175	0.0037665716763721968	0.012943931312605697	0.012510088781275222
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;D_5__uncultured bacterium;D_6__uncultured bacterium	0.006481635366461692	0.00855129104452684	0.006447876447876448	0.010600450156102519	0.010644795393072158	0.015693112467306015	0.01065799349512134	0.01306983702070703	0.002167167413682707	0.0019656019656019656	0.004788507581803671	0.0064288415479642	0.011597119254395256	0.014248544170486929	0.0028619747625861845	0.0009224028594488643
D_0__Bacteria;D_1__Cyanobacteria;D_2__Oxyphotobacteria;D_3__Nostocales;D_4__Coleofasciculaceae;D_5__uncultured;D_6__uncultured Oscillatoriales cyanobacterium	0.0	0.0	0.0042471042471042475	0.001996660132142598	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014309873812930923	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Elsterales;D_4__uncultured;D_5__uncultured forest soil bacterium;D_6__uncultured forest soil bacterium	0.004439801514755811	0.003139927180412199	0.001003861003861004	0.001996660132142598	0.0030538347439141435	0.0035600116245277534	0.0024518388791593695	0.0	0.0	0.0	0.0	0.0	0.0015886464732048295	0.0013133440713666213	0.004553141667750748	0.0
D_0__Bacteria;D_1__Nitrospirae;D_2__Nitrospira;D_3__Nitrospirales;D_4__Nitrospiraceae;D_5__Nitrospira;D_6__uncultured soil bacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01039255282470571	0.006917406917406917	0.007011743244783947	0.008193621580738686	0.0	0.0	0.0027318850006504487	0.004900265190822092
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__Ktedonobacteraceae;D_5__Thermosporothrix;D_6__uncultured bacterium	0.008167335406823524	0.005311153422186592	0.00861003861003861	0.006824947360778335	0.002879329901404764	0.007265329845975007	0.0031523642732049035	0.006062514762617117	0.0	0.0	0.0009120966822483183	0.0012605571662674903	0.00540139800889642	0.003816131830008673	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Solirubrobacterales;D_4__Solirubrobacteraceae;D_5__Conexibacter;D_6__uncultured bacterium	0.004819677580189463	0.002972909777198784	0.006833976833976834	0.006788644449284832	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Chloroflexia;D_3__Thermomicrobiales;D_4__JG30-KF-CM45;D_5__bacterium Ellin6537;D_6__bacterium Ellin6537	0.005199553645623116	0.005210942980258543	0.004189189189189189	0.003993320264285196	0.004537125905243871	0.005666957279860506	0.00605454090567926	0.005353909141012519	0.0	0.0	0.000570060426405199	0.0005882600109248288	0.0037597966532514297	0.004311733366373436	0.0	0.0
D_0__Bacteria;D_1__Acidobacteria;D_2__Acidobacteriia;D_3__Acidobacteriales;D_4__Acidobacteriaceae (Subgroup 1);D_5__Occallatibacter;__	0.008238562169092334	0.009954237231519523	0.006100386100386101	0.004937195963116242	0.004100863798970422	0.007846556233653008	0.0023517638228671505	0.009684276828596173	0.0	0.0	0.0	0.0	0.0018534208854056344	0.004410853673646388	0.0	0.0
D_0__Bacteria;D_1__Actinobacteria;D_2__Actinobacteria;D_3__Micromonosporales;D_4__Micromonosporaceae;D_5__Micromonospora;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.007870430597112007	0.0045543641185287675
D_0__Bacteria;D_1__Acidobacteria;D_2__Blastocatellia (Subgroup 4);D_3__Pyrinomonadales;D_4__Pyrinomonadaceae;D_5__RB41;__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031670196522681375	0.047401247401247404	0.0323794322198153	0.03790075213244254	0.0	0.0	0.003707558215168466	0.008301625735039779
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia;D_3__Gaiellales;D_4__uncultured;D_5__uncultured Gaiella sp.;D_6__uncultured Gaiella sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005417918534206767	0.003591003591003591	0.0034773686010717134	0.0023530400436993153	0.0	0.0	0.004748276310654351	0.0069180214458664825
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria;D_3__Acetobacterales;D_4__Acetobacteraceae;D_5__Acidicaldus;D_6__uncultured Acetobacteraceae bacterium	0.0016382155321826254	0.0014029461869926845	0.0010424710424710424	0.0015610251942205764	0.0	0.002034292356873002	0.0023017262947210406	0.0014959452011652627	0.0	0.0	0.0	0.0	0.0021181952976064393	0.00146202453227605	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria;D_3__Ktedonobacterales;D_4__JG30-KF-AS9;__;__	0.0045110282770246205	0.004075224638407322	0.006216216216216216	0.003630291149350178	0.0	0.0015983725661145017	0.0012509382036527395	0.0018896149909455949	0.0	0.0	0.0	0.0	0.0	0.0011894436872754305	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__JG30-KF-CM66;D_3__uncultured Caldilinea sp.;D_4__uncultured Caldilinea sp.;D_5__uncultured Caldilinea sp.;D_6__uncultured Caldilinea sp.	0.003466369097082077	0.0033403480642682968	0.0012934362934362935	0.002141871778116605	0.0047116307477532504	0.003124091833769253	0.005103827870903178	0.004251633729627589	0.0	0.0	0.0002850302132025995	0.0004201857220891634	0.002753653886888371	0.00398959236773634	0.0014960322622609601	0.0
