ASVID	Restore6_1	Restore6_2	Restore6_3	Restore6_4	Restore9_1	Restore9_2	Restore9_3	Restore9_4
BACasv177	0.005516426	0.006879607	0.005529586	0.005168284	0.000688413	0	0.008650969	0.011530036
BACasv179	0.009801507	0.008958609	0.009463003	0.01029455	0	0	0.03531937	0.018793958
BACasv184	0	0.000793801	0.001083115	0.000966427	0	0	0.005138546	0.007263923
BACasv185	0.001723883	0.001852202	0.002223236	0.002016891	0	0	0.003772603	0.004554364
BACasv188	0	0	0	0	0.007307774	0	0.001626122	0
BACasv189	0	0	0	0	0	0	0.002146481	0.004496714
BACasv190	0	0	0	0	0	0	0.002081436	0.004496714
BACasv191	0.002561198	0.001890002	0.00245126	0.001680743	0	0	0.005008456	0.006802721
BACasv196	0.001231345	0.000756001	0.000969103	0	0	0	0.003252244	0.001498905
BACasv197	0.000640299	0.000529201	0	0.000378167	0	0	0.001951346	0.002651908
BACasv198	0	0	0	0	0	0	0.001040718	0.004381414
BACasv204	0.003053736	0.001965602	0.001653175	0.000840371	0	0	0.003577468	0.001153004
BACasv208	0.003595528	0.001134001	0.002622278	0.000630279	0	0	0.004162872	0.005188516
BACasv211	0.001625376	0.001285201	0.001710181	0.001260557	0	0	0.012748797	0.004439064
BACasv217	0.002511944	0.002003402	0.004047429	0.002269003	0	0	0.002081436	0.004727315
BACasv220	0.003053736	0.002608203	0.002508266	0.001848817	0	0	0.001040718	0.001441254
BACasv226	0.004679111	0.003666604	0.005358568	0.005168284	0	0	0.007154937	0.003689611
BACasv227	0.000443284	0.000982801	0	0.002184966	0	0	0.00253675	0.003977862
BACasv228	0.00310299	0.002608203	0.003762399	0.00411782	0	0	0.00026018	0.000634152
BACasv229	0.004334335	0.003893404	0.003078326	0.003697634	0	0	0.00292702	0.003689611
BACasv232	0	0.001549802	0	0.001932854	0	0	0.010537271	0.006283869
BACasv233	0.005073142	0.003213003	0.002850302	0.00411782	0	0	0.001626122	0.004554364
BACasv237	0	0	0	0	0.003918661	0	0.001235853	0
BACasv239	0.00310299	0.002646003	0.001995211	0.001848817	0	0	0.004553142	0.005130866
BACasv242	0	0.000642601	0.000114012	0.00029413	0.002541834	0.001511585	0.001235853	0.000403551
BACasv243	0.00142836	0.002343602	0.000912097	0	0	0	0.002731885	0.002594258
BACasv249	0.002708959	0.001701002	0.003249344	0.00382369	0	0	0.001886302	0.005822668
BACasv250	0	0.001436401	0	0.001722761	0	0	0.001756212	0.003516661
BACasv254	0.005664188	0.007030807	0.009006955	0.009328123	0	0	0.000975673	0.001210654
BACasv255	0	0	0	0	0	0	0.003837648	0.002824859
BACasv256	0.001773137	0.002948403	0.001197127	0.001680743	0	0	0.003447379	0.00657212
BACasv257	0.001576122	0.000831601	0.002052218	0.001596706	0.000582504	0	0.003057109	0
BACasv258	0.000443284	0.001512002	0	0.001218539	0	0	0.003772603	0.003747262
BACasv259	0.000492538	0	0.00057006	0.000504223	0	0	0.001691167	0.001844806
BACasv264	0.000541792	0.0002646	0	0	0	0	0.003382334	0.006860371
BACasv272	0.003546274	0.002986203	0	0.00088239	0	0	0.001430987	0.00322841
BACasv277	0.001132838	0	0	0.000672297	0	0	0.003967738	0.001325954
BACasv278	0.001182091	0.002079002	0.002394254	0.001806799	0	0	0.004423052	0.00317076
BACasv283	0.000541792	0.001058401	0.000912097	0.001008446	0	0	0.002211526	0.003804912
BACasv286	0.003546274	0.002154602	0.003534375	0	0	0	0.001365943	0.005765018
BACasv291	0	0	0	0	0	0	0.003382334	0
BACasv292	0	0	0	0	0	0	0.003382334	0
BACasv293	0.003152244	0.000529201	0.003648387	0.002016891	0	0.000223021	0.001496032	0
BACasv294	0.00206866	0.001927802	0	0.001344594	0	0	0.004162872	0
BACasv296	0	0	0	0	0	0	0.003317289	0.002190707
BACasv297	0	0	0	0	0	0	0.002601795	0.000634152
BACasv298	0.002216421	0.000567001	0.000912097	0.00147065	0	0	0.001496032	0.001960106
BACasv302	0.003152244	0.001398601	0.001539163	0.001218539	0	0	0.000195135	0.002363657
BACasv307	0.00206866	0.001814402	0.000627066	0.000756334	0	0	0.003187199	0
BACasv308	0	0	0	0	0	0	0.001886302	0.001153004
BACasv309	0	0	0	0	0	0.000892083	0.001691167	0.001325954
BACasv312	0.004974634	0.003024003	0.001881199	0.003025337	0	0	0.001821257	0.002075406
BACasv316	0	0	0	0	0.002012286	0.001189444	0.001105763	0
BACasv317	0	0	0	0	0.000635459	0.000346921	0.00253675	0.001268304
BACasv320	0.00349702	0.002381402	0.001368145	0.001722761	0	0	0.001821257	0.000518852
BACasv328	0	0	0.002622278	0.001638724	0	0	0.001365943	0
BACasv334	0.001132838	0.002154602	0.001995211	0.000966427	0	0	0.00026018	0.000403551
BACasv335	0.001773137	0.000793801	0.000969103	0.000756334	0	0	0.002146481	0.002594258
BACasv337	0.002167167	0	0	0.000378167	0	0	0.001496032	0
BACasv341	0.005713441	0.005216405	0.005529586	0.004832136	0	0	0.00572395	0.005015566
BACasv347	0	0.000907201	0	0.001092483	0.000582504	0	0.001430987	0.001268304
BACasv350	0.003300005	0.002041202	0.002223236	0.001260557	0	0	0.001300898	0.002709558
BACasv352	0.003841797	0.003213003	0.001197127	0.003109374	0.000317729	0.000198241	0.006504488	0.006283869
BACasv354	0.00142836	0.001247401	0.001482157	0.00176478	0	0	0.001886302	0.002363657
BACasv355	0.00142836	0.001247401	0.000684073	0.001638724	0	0.000272581	0.002731885	0.002075406
BACasv356	0	0	0	0	0	0	0.001365943	0.001210654
BACasv357	0	0	0	0	0	0	0.002081436	0.002421308
BACasv359	0	0	0	0	0	0	0.000845583	0
BACasv361	0.002807467	0.001209601	0	0	0	0	0.000845583	0
BACasv363	0	0	0	0	0	0	0.001300898	0.00322841
BACasv365	0	0.000604801	0	0	0	0	0.000780539	0.001614205
BACasv369	0.000738807	0.001474201	0	0.00029413	0	0	0.002341616	0.001614205
BACasv370	0.001280599	0	0.001482157	0.001638724	0	0	0.001561077	0.001210654
BACasv380	0.000492538	0.000378	0.000969103	0.000714316	0	0	0.002471705	0
BACasv381	0	0	0	0	0	0	0.002471705	0
BACasv382	0	0	0	0	0	0	0.002471705	0
BACasv383	0.002955228	0.001890002	0.001710181	0.001008446	0	0	0.001235853	0.001960106
BACasv385	0.000886568	0	0	0	0	0	0.001300898	0.002190707
BACasv394	0	0	0	0	0	0	0.002406661	0
BACasv403	0.001920898	0.002835003	0.003249344	0.001596706	0.000264774	0	0.00266684	0.002651908
BACasv405	0	0	0	0	0	0	0.002341616	0
BACasv406	0	0.000567001	0.000969103	0.000630279	0	0	0.000910628	0.001268304
BACasv407	0	0.001096201	0.001254133	0.000672297	0	0	0.001951346	0.003459011
BACasv420	0	0.0004536	0.001026109	0.001260557	0	0	0.002276571	0.001210654
BACasv421	0	0	0	0	0.000317729	0	0.000975673	0.001153004
BACasv422	0.000295523	0	0.00028503	0.001302576	0	0	0.001496032	0.002017756
BACasv432	0.001625376	0.001096201	0	0.000504223	0	0	0.000780539	0
BACasv435	0.000443284	0	0	0.00029413	0	0	0.000780539	0.001902456
BACasv436	0.000738807	0.0004158	0.001140121	0.000462204	0	0	0.00266684	0.001902456
BACasv437	0.000738807	0.0004536	0.00057006	0.001134501	0	0	0.001756212	0.00328606
BACasv444	0.002314929	0	0.001881199	0.001806799	0	0	0.000780539	0
BACasv447	0	0	0	0	0	0	0.001040718	0.000922403
BACasv463	0.001477614	0.000793801	0	0	0	0	0.001430987	0
BACasv472	0.003053736	0.002608203	0.004218447	0.00264717	0	0.000173461	0.001300898	0.001960106
BACasv476	0	0	0	0	0	0	0.001821257	0
BACasv481	0	0	0	0	0	0	0.000780539	0.001614205
BACasv489	0.001379107	0.0004536	0.001539163	0.001974873	0.000158865	0	0.000455314	0.000461201
BACasv491	0.000541792	0.0003402	0	0.000126056	0	0	0.000390269	0.001210654
BACasv506	0	0.001285201	0	0	0	0	0.001691167	0
BACasv523	0	0	0	0	0	0	0.001561077	0
BACasv524	0	0	0	0	0	0	0.001561077	0
BACasv528	0.00142836	0.001323001	0.00028503	0.000462204	0	0	0.000650449	0.002767209
BACasv537	0	0.000869401	0.00057006	0	0	0	0.000910628	0.001325954
BACasv550	0	0.000831601	0	0.000504223	0	0	0.000780539	0.001383604
BACasv557	0	0.000604801	0.000513054	0.000630279	0	0	0.001430987	0.001095353
BACasv558	0	0	0	0.000210093	0	0	0.001170808	0.001268304
BACasv561	0	0	0	0	0	0	0.000520359	0
BACasv570	0	0	0	0	0	0	0.001365943	0
BACasv571	0	0.000642601	0	0	0	0	0.001365943	0.000922403
BACasv580	0	0	0	0	0.000317729	0.000198241	0.000650449	0
BACasv584	0.000985076	0.000718201	0	0	0	0	0.000390269	0.000634152
BACasv595	0.000640299	0.0004536	0.000912097	0.001638724	0	0	0.002081436	0.000691802
BACasv598	0	0	0	0	0	0	0.001300898	0
BACasv599	0	0	0	0	0	0	0.001300898	0
BACasv600	0.000640299	0	0	0	0	0	0.001300898	0
BACasv601	0	0	0	0	0	0	0.001300898	0
BACasv616	0.000689553	0.000604801	0.001083115	0.000672297	0	0	0.001040718	0.000864753
BACasv623	0	0	0	0	0	0	0.001235853	0
BACasv624	0.000985076	0.0004914	0	0	0	0	0.001235853	0.000576502
BACasv625	0.000443284	0	0	0	0	0	0.001235853	0.000691802
BACasv626	0.000591046	0.000378	0	0	0	0	0.001105763	0.000576502
BACasv627	0	0	0	0.00029413	0	0	0.001105763	0.001095353
BACasv631	0	0	0	0	0	0	0.000975673	0.001095353
BACasv648	0	0.000567001	0	0	0	0	0.001170808	0
BACasv659	0	0	0.000969103	0.000420186	0	0	0.000455314	0
BACasv666	0	0	0	0	0	0	0.001105763	0
BACasv667	0	0.0004158	0	0	0	0	0.001105763	0.000518852
BACasv671	0.000788061	0	0	0	0	0	0.000455314	0
BACasv679	0	0.000604801	0.000912097	0.000462204	0	0	0.000910628	0
BACasv710	0	0	0	0	0	0	0.000975673	0
BACasv721	0.000295523	0.000189	0	0.000756334	0	0	0.000780539	0.000345901
BACasv771	0	0	0	0	0	0	0.001105763	0
BACasv772	0	0	0	0	0	0	0.000780539	0
BACasv790	0	0	0	0	0	0	0.000715494	0
BACasv791	0	0	0	0	0	0	0.000715494	0
BACasv803	0.000935822	0	0	0.000378167	0	0	0.000585404	0
BACasv805	0.000738807	0.000529201	0.000513054	0.000798353	0	0	0.000520359	0.000403551
BACasv809	0	0.000378	0	0	0	0	0.000780539	0
BACasv825	0	0	0	0	0	0	0.001235853	0
BACasv826	0	0	0	0	0	0	0.000650449	0
BACasv827	0	0	0	0	0	0	0.000650449	0
BACasv828	0	0	0	0	0	0	0.000650449	0
BACasv891	0	0	0	0	0	0	0.000520359	0
BACasv892	0	0	0	0	0	0	0.000520359	0
BACasv893	0	0	0	0	0	0	0.000520359	0
BACasv921	0	0	0	0	0	0	0.000455314	0
BACasv959	0	0	0	0	0	0	0.000390269	0
BACasv989	0	0	0	0	0	0	0.000325224	0
BACasv990	0	0	0	0	0	0	0.000325224	0
BACasv991	0	0	0	0	0	0	0.000325224	0
BACasv1005	0	7.56E-05	0.000228024	0	0	0	0.000195135	0
BACasv1011	0	0	0	0	0	0	0.00026018	0
BACasv1012	0	0	0	0	0	0	0.00026018	0
BACasv1013	0	0	0	0	0	0	0.00026018	0
BACasv1014	0	0	0	0	0	0	0.00026018	0
BACasv1029	0	0	0	0	0	0	0.000195135	0
BACasv1045	0	0	0	0	0	0	0.00013009	0
