	FUNasv2	FUNasv5	FUNasv6	FUNasv7	FUNasv9	FUNasv10	FUNasv11	FUNasv12	FUNasv14	FUNasv16	FUNasv17	FUNasv24	FUNasv29	FUNasv30	FUNasv32	FUNasv34	FUNasv36	FUNasv38	FUNasv40	FUNasv41	FUNasv43	FUNasv44	FUNasv45	FUNasv49	FUNasv51	FUNasv52	FUNasv53	FUNasv54	FUNasv58	FUNasv62	FUNasv63	FUNasv66	FUNasv67	FUNasv68	FUNasv75	FUNasv76	FUNasv85	FUNasv86	FUNasv87	FUNasv88	FUNasv89	FUNasv91	FUNasv98	FUNasv101	FUNasv102	FUNasv103	FUNasv132	FUNasv138	FUNasv139	FUNasv143	FUNasv146	FUNasv156	FUNasv158	FUNasv163	FUNasv166	FUNasv174	FUNasv176	FUNasv182	FUNasv186	FUNasv203	FUNasv207	FUNasv209	FUNasv210	FUNasv211	FUNasv214	FUNasv220	FUNasv224	FUNasv229	FUNasv230	FUNasv254	FUNasv257	FUNasv277	FUNasv291	FUNasv296	FUNasv301	FUNasv317	FUNasv325	FUNasv330	FUNasv340	FUNasv359	FUNasv361	FUNasv364	FUNasv370	FUNasv406	FUNasv419	FUNasv427	FUNasv469	FUNasv485	FUNasv515	FUNasv516	FUNasv544
FUNasv68	0.80952380952381	0.714285714285714	0	0	0	0	0	0.738095238095238	0	0	0	-0.714285714285714	-0.80952380952381	0.738095238095238	0.714285714285714	0.833333333333333	0.785714285714286	0.928571428571429	0	0	0	-0.761904761904762	0	0.780720058358827	-0.714285714285714	-0.761904761904762	0	0	0	0	0.880952380952381	-0.80511756018254	0	0	-0.785714285714286	0	0	0.904761904761905	0	0	-0.714285714285714	0	0	0	0.857142857142857	-0.80952380952381	-0.928571428571429	0	0.738095238095238	-0.761019434147762	0.898219696434944	-0.833333333333333	0	0	0	0	0	0	0	0	-0.790433332862751	0	0	0	-0.756322556535113	0	0	0	0.756322556535113	0.976190476190476	0	-0.738095238095238	0	-0.735652119676169	-0.887856006505722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv75	-0.833333333333333	-0.785714285714286	0	0	0	0	0	0	-0.714285714285714	0	0	0	0	0	-0.785714285714286	-0.904761904761905	0	0	0	0.833333333333333	0	0	0	-0.7319250547114	0	0	0	0	0	0	-0.761904761904762	0	0	-0.785714285714286	0	0	0	0	0	0	0.761904761904762	0	0	0	0	0	0.80952380952381	0	0	0	-0.97007727214974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.707527552887687	-0.738095238095238	0	0	0	0	0.735652119676169	0	0	-0.850314645958414	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv76	0	0	0	0	-0.952380952380952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv85	0.714285714285714	0	0	0	0	0	-0.790433332862751	0.952380952380952	0.714285714285714	0	0	-0.738095238095238	0	0.833333333333333	0	0	0.761904761904762	0	0	0	0	-0.833333333333333	0.766480807624486	0.829515062006253	-0.761904761904762	-0.761904761904762	0	0	0	0.952380952380952	0.714285714285714	0	-0.902707567477393	0	0	0	0	0	0	0.874267171196679	-0.761904761904762	0	0	0.952380952380952	0.833333333333333	0	0	0	0	-0.875172349269926	0	0	0	0	0	0	0	-0.80952380952381	-0.7319250547114	0	-0.850314645958414	0	0	0	0	0	-0.785714285714286	-0.756322556535113	0.780720058358827	0	-0.904761904761905	0	-0.84559432466447	-0.79907040585515	0	0	0	0	0	0	0	-0.84559432466447	0	0	-0.84559432466447	0	0	-0.84559432466447	-0.84559432466447	0	-0.84559432466447
FUNasv86	0.761904761904762	0.714285714285714	0.80952380952381	0	0	0	0	0	0	0	0	0	-0.904761904761905	0	0.714285714285714	0.785714285714286	0	0.952380952380952	0.880952380952381	0	0	0	0	0.707527552887687	0	0	0	0	0	0	0.880952380952381	0	0	0.904761904761905	0	0	0	0	0.714285714285714	0	0	0	0.785714285714286	0	0.761904761904762	0	-0.928571428571429	0	0.714285714285714	-0.710284805204577	0.730552019767088	-0.857142857142857	0	-0.826362120720149	0	0	0	0	0	0	-0.802409595481884	0	0	0	-0.756322556535113	0.80952380952381	0	-0.756322556535113	0	0.857142857142857	0	-0.714285714285714	0	-0.710284805204577	-0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv87	0.714285714285714	0.761904761904762	0.952380952380952	0	0	0	-0.790433332862751	0	0.80952380952381	0	0	-0.785714285714286	-0.761904761904762	0.738095238095238	0.761904761904762	0	0	0	0.904761904761905	0	0	-0.738095238095238	0.826362120720149	0.756322556535113	-0.714285714285714	-0.761904761904762	0	0	0	0.785714285714286	0	0	-0.707527552887687	0	0	0	0	0.714285714285714	0	0.826362120720149	0	-0.952380952380952	0.857142857142857	0	0	-0.738095238095238	0	0	0	-0.837121377562538	0	-0.738095238095238	0	-0.910195959054077	0	0	0	-0.857142857142857	-0.902707567477393	-0.814385858101016	-0.730552019767088	0	0	0	-0.780720058358827	0.928571428571429	-0.761904761904762	-0.853912563829967	0.80511756018254	0	0	-0.785714285714286	0	-0.811754063090946	-0.811754063090946	0	0	0	0	0	0	0	0	-0.829515062006253	0	-0.756322556535113	0	0	0	0	0
FUNasv88	0.778457070243618	0	0.790433332862751	0	0	0	-0.819277108433735	0.898219696434944	0.742528282386221	0	0	-0.754504545005353	0	0.922172221673209	0	0.742528282386221	0.766480807624486	0	0	0	0	-0.946124746911475	0.77710843373494	0.859041213929178	-0.850314645958414	-0.790433332862751	0	0	0	0.862290908577547	0	0	-0.822225161903642	0	0	0	0.874267171196679	0	0.826362120720149	0	-0.790433332862751	-0.886243433815812	0	0.862290908577547	0.778457070243618	-0.826362120720149	0	0	0	-0.931468031085285	0	0	0	0	0	0	0	-0.874267171196679	-0.883585248612869	-0.771084337349398	-0.819277108433735	0	0	0	-0.846769196587333	0	-0.778457070243618	-0.724049023168879	0.90812928329656	0	0	-0.778457070243618	-0.823231949922678	-0.8549090148317	-0.778349998578115	0	0	0	0	0	0	-0.823231949922678	0	0	-0.864393547418811	0	0	-0.864393547418811	-0.864393547418811	0	-0.823231949922678
FUNasv89	-0.952380952380952	-0.761904761904762	0	0	0	0	0	-0.857142857142857	-0.80952380952381	0	0	0.738095238095238	0	-0.761904761904762	-0.761904761904762	-0.904761904761905	0	-0.714285714285714	0	0	0	0.928571428571429	-0.802409595481884	-0.95150257112482	0	0.833333333333333	0	0	0	-0.714285714285714	-0.833333333333333	0	0	-0.714285714285714	0.761904761904762	0	-0.761904761904762	0	0	-0.790433332862751	0	0.714285714285714	0	0	-0.738095238095238	0	0.761904761904762	0	0	0.722968462440373	-0.802409595481884	0	0	0	0	0	0	0	0	0	0.838338383339281	0	0	0	0	0	0	0	-0.927105069301107	0	0	0	0	0	0.849805034798334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv91	-0.785714285714286	-0.738095238095238	-0.928571428571429	0	0	0	0.754504545005353	-0.714285714285714	-0.80952380952381	0	0	0.80952380952381	0	-0.833333333333333	-0.738095238095238	-0.714285714285714	0	-0.714285714285714	-0.80952380952381	0	0	0.857142857142857	-0.826362120720149	-0.829515062006253	0.738095238095238	0.833333333333333	0	0	0	-0.738095238095238	0	0	0	0	0	0	0	0	-0.952380952380952	-0.886243433815812	0.714285714285714	0	-0.761904761904762	0	0	0.80952380952381	0	0	0	0.86248869203413	0	0.714285714285714	0	0.826362120720149	0	0	0	0.857142857142857	0.87831006565368	0.754504545005353	0.742528282386221	0	0	0	0.756322556535113	-0.833333333333333	0.761904761904762	0.756322556535113	-0.902707567477393	0	0	0.761904761904762	0	0.761019434147762	0.86248869203413	0	0	0	0	0	0	0	0	0.7319250547114	0	0	0	0	0	0	0
FUNasv98	0	0	0.880952380952381	0.714285714285714	0	0	-0.754504545005353	0	0.714285714285714	0	0	-0.785714285714286	-0.833333333333333	0.714285714285714	0	0	0	0.785714285714286	0.904761904761905	0	0.714285714285714	0	0.742528282386221	0	-0.738095238095238	-0.738095238095238	0	0	0	0.80952380952381	0	0	0	0	0	0	0	0.785714285714286	0.857142857142857	0	0	-0.761904761904762	0	0	0.785714285714286	-0.833333333333333	-0.714285714285714	0	0	-0.86248869203413	0	-0.785714285714286	-0.707527552887687	-0.97007727214974	0	0	0	-0.761904761904762	-0.902707567477393	-0.874267171196679	-0.754504545005353	0	0	0	-0.80511756018254	0.952380952380952	-0.80952380952381	-0.975900072948533	0	0.714285714285714	0	-0.880952380952381	-0.791039852105472	-0.887856006505722	-0.735652119676169	0	0	0	-0.722968462440373	0	-0.722968462440373	-0.791039852105472	0	0	0	0	0	0	0	0	-0.791039852105472
FUNasv101	0	0.738095238095238	0	0	0	0.738095238095238	-0.898219696434944	0.880952380952381	0.761904761904762	-0.738095238095238	0.761904761904762	-0.80952380952381	0	0.880952380952381	0.738095238095238	0	0.80952380952381	0	0	0	0	-0.80952380952381	0.814385858101016	0.80511756018254	-0.880952380952381	-0.785714285714286	0	0	0	0.952380952380952	0	0	-0.95150257112482	0	0	0	0.952380952380952	0	0	0.862290908577547	0	0	0	0	0.761904761904762	-0.714285714285714	0	0	0	-0.849805034798334	0	0	0	0	0	0	0	-0.904761904761905	-0.756322556535113	0	-0.718575757147955	0	0	0	0	0	-0.880952380952381	-0.756322556535113	0.780720058358827	0	-0.904761904761905	0	-0.87287156094397	-0.849805034798334	0	-0.710284805204577	-0.735652119676169	0	0	0	0	-0.87287156094397	0	0	-0.791039852105472	0	0	-0.791039852105472	-0.791039852105472	0	-0.87287156094397
FUNasv102	0.761904761904762	0	0.714285714285714	0	0	0	0	0.928571428571429	0	0	0	-0.761904761904762	0	0.833333333333333	0	0.738095238095238	0.857142857142857	0.833333333333333	0	0	0	-0.80952380952381	0.718575757147955	0.829515062006253	-0.761904761904762	-0.80952380952381	0.738095238095238	0	0.714285714285714	0.857142857142857	0.880952380952381	-0.756322556535113	0	0.857142857142857	0	0	0.833333333333333	0.761904761904762	0	0.778457070243618	-0.738095238095238	0	0.785714285714286	0.761904761904762	0	-0.857142857142857	-0.833333333333333	0	0.785714285714286	-0.913223320977314	0	0	-0.80511756018254	-0.754504545005353	0	0	0	0	-0.756322556535113	0	-0.934148484292342	0	0	0	-0.756322556535113	0.738095238095238	-0.785714285714286	-0.829515062006253	0.756322556535113	0.880952380952381	0	-0.738095238095238	-0.791039852105472	-0.837121377562538	-0.786386748619354	-0.786386748619354	-0.735652119676169	0	0	0	0	-0.791039852105472	0	0	-0.87287156094397	0	0	-0.87287156094397	-0.87287156094397	0	-0.791039852105472
FUNasv103	0	0	-0.785714285714286	0	0	0	0.730552019767088	-0.761904761904762	0	0	0	0.80952380952381	0.714285714285714	-0.928571428571429	0	0	-0.80952380952381	-0.761904761904762	0	0	0	0.80952380952381	0	-0.756322556535113	0.857142857142857	0.833333333333333	0	0	0	-0.761904761904762	0	0.780720058358827	0	-0.80952380952381	0	0	0	0	-0.738095238095238	-0.826362120720149	0	0.80952380952381	-0.833333333333333	-0.714285714285714	-0.857142857142857	0	0	0	0	0.938590635448906	0	0.761904761904762	0	0.778457070243618	0	0	0	0.785714285714286	0.902707567477393	0.826362120720149	0.754504545005353	0	0	0	0.829515062006253	-0.738095238095238	0.833333333333333	0.80511756018254	-0.780720058358827	-0.833333333333333	0	0.904761904761905	0.84559432466447	0.86248869203413	0.761019434147762	0.79907040585515	0.773703091383558	0	0	0	0	0.84559432466447	0	0	0.84559432466447	0	0	0.84559432466447	0.84559432466447	0	0.84559432466447
FUNasv132	-0.880952380952381	-0.833333333333333	0	0	0	0	0	-0.761904761904762	-0.80952380952381	0	0	0.761904761904762	0.785714285714286	0	-0.833333333333333	-0.904761904761905	0	-0.952380952380952	-0.80952380952381	0	0	0.714285714285714	-0.778457070243618	-0.829515062006253	0	0.785714285714286	0	0	0	0	-0.952380952380952	0	0	-0.928571428571429	0.80952380952381	0	0	-0.928571428571429	0	0	0.761904761904762	0	-0.714285714285714	0	-0.833333333333333	0	0	0	-0.785714285714286	0.710284805204577	-0.874267171196679	0.761904761904762	0	0.754504545005353	0	0	0	0	0	0	0.838338383339281	0	0	0	0	-0.738095238095238	0.714285714285714	0.756322556535113	-0.756322556535113	-0.880952380952381	0	0	0	0.710284805204577	0.913223320977314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80952380952381	0	0	0.738095238095238	0	0	0	0.714285714285714	0	0	0	0	0	0	0.785714285714286	0	-0.785714285714286	0	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.80952380952381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv143	-0.761019434147762	-0.710284805204577	-0.86248869203413	0	0	0	0.816629506704908	-0.913223320977314	-0.761019434147762	0	0	0.837121377562538	0.710284805204577	-0.938590635448906	-0.710284805204577	-0.710284805204577	-0.79907040585515	-0.761019434147762	-0.761019434147762	0	0	0.887856006505722	-0.803869670662643	-0.85779415410156	0.86248869203413	0.86248869203413	0	0	0	-0.913223320977314	-0.761019434147762	0	0.753819105119553	-0.761019434147762	0	0	-0.875172349269926	-0.710284805204577	-0.837121377562538	-0.931468031085285	0.722968462440373	0.86248869203413	-0.86248869203413	-0.849805034798334	-0.913223320977314	0.938590635448906	0.710284805204577	0	0	0	0	0.710284805204577	0	0.842149178789436	0	0	0	0.86248869203413	0.935775440838066	0.8549090148317	0.893188522958493	0	0	0	0.85779415410156	-0.837121377562538	0.86248869203413	0.883787916347062	-0.85779415410156	-0.786386748619354	0	0.86248869203413	0.900919200264599	0.918918918918919	0.810810810810811	0.75	0.722972972972973	0	0	0	0	0.900919200264599	0	0	0.900919200264599	0	0	0.900919200264599	0.900919200264599	0	0.900919200264599
FUNasv146	0.874267171196679	0.802409595481884	0	0	0	0	0	0	0.754504545005353	0	0	-0.718575757147955	0	0	0.802409595481884	0.922172221673209	0.790433332862751	0.778457070243618	0	-0.730552019767088	0	-0.766480807624486	0.716867469879518	0.809953144561796	0	-0.754504545005353	0	0	0	0	0.826362120720149	-0.785409109878106	0	0.898219696434944	-0.97007727214974	0	0	0.730552019767088	0	0	-0.802409595481884	0	0	0	0	0	-0.874267171196679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.785409109878106	0.862290908577547	0	0	0	0	-0.816629506704908	0	0	0.783132530120482	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv156	0	-0.738095238095238	-0.714285714285714	0	0	0	0.742528282386221	0	0	0	0	0	0.976190476190476	0	-0.738095238095238	-0.714285714285714	0	-0.761904761904762	-0.761904761904762	0	0	0	0	0	0.785714285714286	0	0	0	0	0	0	0	0	-0.833333333333333	0	0	0	-0.857142857142857	-0.738095238095238	0	0	0.714285714285714	-0.785714285714286	0	0	0.761904761904762	0.761904761904762	0	0	0.710284805204577	0	0	0	0.742528282386221	0	0	0	0	0.80511756018254	0.718575757147955	0	0	0	0	0.902707567477393	-0.714285714285714	0	0.7319250547114	0	-0.857142857142857	0	0.904761904761905	0	0.837121377562538	0.786386748619354	0	0	0	0	0	0	0	0	0	0	0	0.763762615825973	0	0	0.732588631506546	0
FUNasv158	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0.707527552887687	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.707527552887687	0	-0.780720058358827	0	-0.756322556535113	0	0	0	0	0	0	0	0	0	0	0	-0.707527552887687	0	-0.80511756018254	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0.711777005827033	0	0	0	0.725	0	0	0.725	0	-0.756322556535113	0	0	0	0.753819105119553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv163	0	-0.730552019767088	-0.946124746911475	-0.778457070243618	0	0	0.72289156626506	0	-0.778457070243618	0	0	0.802409595481884	0.802409595481884	0	-0.730552019767088	0	0	-0.838338383339281	-0.97007727214974	0	-0.778457070243618	0	-0.795180722891566	-0.724049023168879	0	0.778457070243618	0	0	0	-0.790433332862751	0	0	0	0	0	0	0	-0.826362120720149	-0.910195959054077	0	0	0.826362120720149	-0.97007727214974	0	-0.754504545005353	0.778457070243618	0.754504545005353	0	0	0.842149178789436	0	0.742528282386221	0	0	0	0	0	0.754504545005353	0.859041213929178	0.807228915662651	0.801204819277108	0	0	0	0.736321040510724	-0.994029797388005	0.778457070243618	0.957217352663941	0	0	0	0.790433332862751	0	0.816629506704908	0.816629506704908	0	0	0	0.720930736387926	0	0.720930736387926	0	0	0	0	0	0	0	0	0	0
FUNasv166	0	0	0	0	0	0	0	0	0	0	-0.754504545005353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.724049023168879	0.771084337349398	0	0	0	0	0	0	0	0	0	0	0	0	0.795790884925255	0	0	0	0	0	0	0	0	0.795790884925255	0.93267331798025	0	0	0	0	0	0	0	0.795790884925255
FUNasv174	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0	0	0	0	0
FUNasv176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.976190476190476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv182	-0.785714285714286	-0.880952380952381	-0.738095238095238	0	0	0	0.97007727214974	-0.785714285714286	-0.904761904761905	0	0	0.928571428571429	0	-0.904761904761905	-0.880952380952381	-0.761904761904762	-0.714285714285714	0	-0.714285714285714	0	0	0.833333333333333	-0.934148484292342	-0.853912563829967	0.928571428571429	0.880952380952381	0	0	0	-0.904761904761905	0	0	0.87831006565368	0	0	0	-0.80952380952381	0	-0.857142857142857	-0.874267171196679	0	0.857142857142857	-0.761904761904762	-0.904761904761905	0	0.785714285714286	0	0	0	0.86248869203413	0	0	0	0.754504545005353	0	0	0	0	0.853912563829967	0	0	0	0	0	0.756322556535113	-0.761904761904762	0.952380952380952	0.829515062006253	-0.87831006565368	0	0.761904761904762	0.785714285714286	0.791039852105472	0.887856006505722	0.735652119676169	0	0	0	0.786386748619354	0	0.786386748619354	0.791039852105472	0	0.780720058358827	0	0.707527552887687	0	0	0	0	0.791039852105472
FUNasv186	0	0	-0.87831006565368	0	0	0	0.809953144561796	-0.756322556535113	0	0	0	0.756322556535113	0.80511756018254	-0.853912563829967	0	0	0	0	-0.780720058358827	0	0	0.756322556535113	-0.724049023168879	0	0.853912563829967	0.7319250547114	0	0	0	-0.829515062006253	0	0	0.725	0	0	0	-0.7319250547114	0	-0.902707567477393	-0.883585248612869	0	0.87831006565368	-0.902707567477393	-0.756322556535113	-0.756322556535113	0.902707567477393	0	0	0	0.935775440838066	0	0.80511756018254	0	0.859041213929178	0.724049023168879	0	0	0.853912563829967	0	0.957217352663941	0.736321040510724	0	0	0	0.925	-0.853912563829967	0.80511756018254	0.875	-0.75	-0.707527552887687	0	0.95150257112482	0.894427190999916	0.935775440838066	0.727825342874051	0	0	0	0	0	0	0.894427190999916	0	0	0.810574641843674	0	0	0.810574641843674	0.810574641843674	0	0.894427190999916
FUNasv203	0	0	-0.826362120720149	0	0	0	0	0	0	0	0	0	0.754504545005353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.718575757147955	0	0	0	0	0	0	0	0	-0.814385858101016	-0.771084337349398	0	0.754504545005353	-0.874267171196679	0	0	0.826362120720149	0	0	0	0.8549090148317	0	0.718575757147955	0	0.807228915662651	0.771084337349398	0	0	0	0.957217352663941	0	0	0	0	0	0.883585248612869	-0.802409595481884	0	0.809953144561796	0	0	0	0.910195959054077	0.878114079917523	0.8549090148317	0	0	0	0	0	0	0	0.878114079917523	0	0	0.795790884925255	0	0	0.795790884925255	0.795790884925255	0	0.878114079917523
FUNasv207	-0.838338383339281	0	-0.826362120720149	0	0	0	0	-0.946124746911475	-0.742528282386221	0	0	0.730552019767088	0	-0.766480807624486	0	-0.790433332862751	0	-0.850314645958414	-0.790433332862751	0	0	0.850314645958414	-0.759036144578313	-0.883585248612869	0	0.802409595481884	0	0	0	-0.850314645958414	-0.922172221673209	0	0	-0.790433332862751	0	0	-0.850314645958414	-0.802409595481884	-0.730552019767088	-0.819277108433735	0.838338383339281	0.742528282386221	-0.754504545005353	-0.718575757147955	-0.934148484292342	0.754504545005353	0.838338383339281	0	0	0.893188522958493	0	0	0.711777005827033	0.801204819277108	0	0	0	0	0.736321040510724	0	0	0	0	0	0.711777005827033	-0.814385858101016	0	0.809953144561796	-0.822225161903642	-0.766480807624486	0	0	0	0.765590162535851	0.867668850873964	0	0	0	0	0	0	0	0	0	0.795790884925255	0	0	0.795790884925255	0.795790884925255	0	0
FUNasv209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
FUNasv210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.959183673469388	0	0	0	0	0	0	0	0	0	0	0
FUNasv211	0	0	0	0	0.902707567477393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.7319250547114	0	0	0	0	0	0	0	-0.944945335322096	0	0	0	0	0	0	0	-0.95150257112482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FUNasv214	0	0	-0.756322556535113	0	0	0	0.785409109878106	-0.756322556535113	0	0	-0.707527552887687	0	0.902707567477393	-0.780720058358827	0	0	-0.7319250547114	0	-0.707527552887687	0	0	0.7319250547114	0	0	0.853912563829967	0	0	0	0	-0.756322556535113	-0.707527552887687	0	0	-0.756322556535113	0	0	0	-0.756322556535113	-0.780720058358827	-0.846769196587333	0	0.756322556535113	-0.80511756018254	0	-0.756322556535113	0.829515062006253	0	0	0	0.85779415410156	0	0.902707567477393	0.725	0.736321040510724	0	0	0	0.756322556535113	0.925	0.883585248612869	0.711777005827033	0	0	0	0	-0.7319250547114	0.707527552887687	0.775	0	-0.829515062006253	0	0.95150257112482	0.810574641843674	0.935775440838066	0.727825342874051	0.740822223996802	0.766815986242304	0	0	0	0	0.810574641843674	0	0	0.810574641843674	0	0	0.810574641843674	0.810574641843674	0	0.810574641843674
FUNasv220	0	0.738095238095238	0.952380952380952	0.761904761904762	0	0	-0.730552019767088	0.714285714285714	0.785714285714286	0	0	-0.785714285714286	-0.785714285714286	0	0.738095238095238	0	0	0.80952380952381	0.976190476190476	0	0.761904761904762	0	0.802409595481884	0.7319250547114	0	-0.761904761904762	0	0	0	0.80952380952381	0.714285714285714	0	0	0	0	0	0	0.80952380952381	0.928571428571429	0	0	-0.833333333333333	0.952380952380952	0	0.738095238095238	-0.738095238095238	-0.738095238095238	0	0	-0.837121377562538	0	-0.714285714285714	0	-0.994029797388005	0	0	0	-0.761904761904762	-0.853912563829967	-0.802409595481884	-0.814385858101016	0	0	0	-0.7319250547114	0	-0.761904761904762	-0.95150257112482	0.707527552887687	0	0	-0.761904761904762	0	-0.811754063090946	-0.811754063090946	0	0	0	0	0	0	0	0	-0.707527552887687	0	0	0	0	0	0	0
FUNasv224	-0.785714285714286	-0.880952380952381	0	0	0	0	0.946124746911475	-0.785714285714286	-0.904761904761905	0	0	0.976190476190476	0	-0.904761904761905	-0.880952380952381	-0.761904761904762	-0.785714285714286	0	-0.714285714285714	0	0	0.785714285714286	-0.934148484292342	-0.853912563829967	0.928571428571429	0.928571428571429	0	0	0	-0.904761904761905	0	0	0.780720058358827	0	0	0	-0.785714285714286	0	-0.761904761904762	-0.778457070243618	0	0.761904761904762	-0.80952380952381	-0.880952380952381	-0.785714285714286	0.833333333333333	0.714285714285714	0	0	0.86248869203413	0	0	0	0.778457070243618	0	0	0	0.952380952380952	0.80511756018254	0	0	0	0	0	0.707527552887687	-0.761904761904762	0	0.87831006565368	-0.829515062006253	-0.714285714285714	0	0.785714285714286	0.791039852105472	0.887856006505722	0.735652119676169	0	0	0	0.849805034798334	0	0.849805034798334	0.791039852105472	0	0	0	0	0	0	0	0	0.791039852105472
FUNasv229	0	-0.780720058358827	-0.853912563829967	0	0	0	0.834497179245487	-0.780720058358827	-0.80511756018254	0	0	0.853912563829967	0.780720058358827	-0.756322556535113	-0.780720058358827	0	0	-0.780720058358827	-0.902707567477393	0	0	0	-0.834497179245487	-0.75	0.780720058358827	0.80511756018254	0	0	0	-0.902707567477393	-0.7319250547114	0	0	0	0	0	-0.756322556535113	-0.756322556535113	-0.853912563829967	-0.724049023168879	0	0.756322556535113	-0.975900072948533	-0.756322556535113	-0.829515062006253	0.80511756018254	0.756322556535113	0	0	0.883787916347062	0	0.7319250547114	0.725	0.957217352663941	0	0	0	0.829515062006253	0.875	0.809953144561796	0.809953144561796	0	0	0	0.775	-0.95150257112482	0.87831006565368	0	0	-0.707527552887687	0	0.829515062006253	0.810574641843674	0.909781678592564	0.753819105119553	0	0	0	0.740822223996802	0	0.740822223996802	0.810574641843674	0	0	0	0	0	0	0	0	0.810574641843674
